# time (s), x(cm), y(cm)
27.48,28.3,65.5
27.57,29.1,64.8
27.64,29.3,64.7
27.7,29.3,64.9
27.76,29.4,64.8
27.83,29.7,65.2
27.89,30.3,65.4
27.95,30.9,65.8
28.04,30.9,65.8
28.04,30.9,65.8
28.35,30.9,64.7
28.41,30.8,64.7
28.47,30.9,64.6
28.53,31,64.6
28.6,30.7,64.6
28.66,30.5,64.7
28.72,31,64.7
28.78,31.1,64.6
28.84,31.2,64.6
28.91,31.2,64.6
28.97,31.3,64.6
29.03,31.4,64.7
29.09,31.5,64.8
29.16,31.2,65.1
29.22,31.3,65.4
29.28,31.3,65.7
29.34,31.5,65.8
29.41,31.9,66
29.47,32.3,66
29.53,32.5,65.8
29.59,32.7,65.7
29.66,32.7,65.8
29.72,32.7,66
29.81,32.7,66
29.81,32.7,66
29.98,32.7,66
29.98,35.4,64.5
30.27,35.7,64.6
30.33,36,65.9
30.39,35.8,66.6
30.47,35.8,66.6
30.47,37.9,65.5
30.71,38.2,65.5
30.77,38.5,65.6
30.83,38.3,65.9
30.9,38.5,65.9
30.96,38.9,65.8
31.02,38.9,65.8
31.09,39.4,65.9
31.15,39.9,66.2
31.21,40.2,66.3
31.28,40.7,66.1
31.34,41.1,66.1
31.4,41.4,66.3
31.5,41.4,66.3
31.5,41.4,66.3
31.78,43.5,65.7
31.85,43.9,65.9
31.91,44.2,65.9
31.97,44.4,66
32.04,44.5,66.1
32.1,44.7,66.2
32.16,45,66.3
32.23,45.4,66.3
32.29,45.9,66.3
32.35,46.4,66.2
32.41,46.6,66.4
32.48,46.7,66.2
32.54,46.8,66.1
32.6,46.7,66.1
32.66,46.9,66
32.73,47.2,66
32.79,47.8,65.8
32.85,47.9,66
32.92,48.1,66
32.98,48,65.9
33.04,49,65.3
33.04,48.8,65.6
33.17,49.2,65.6
33.23,49.5,66
33.29,49.6,66.5
33.39,49.9,66.3
33.48,49.8,66.3
33.55,49.8,66.4
33.61,49.6,66.3
33.67,50,66.5
33.74,50.4,66.4
33.8,51.2,66.5
33.86,51.6,66.4
33.93,52,66.8
33.99,52.2,66.9
33.99,52.4,67.2
34.12,52.9,67.4
34.18,53.3,67.6
34.24,53.8,67.7
34.31,54.5,67.7
34.37,54.7,67.9
