# time (s), x(cm), y(cm)
0.07,10.2,9.1
0.13,10.3,9
0.21,9.9,9
0.3,9.7,8.9
0.36,9.7,8.9
0.43,9.7,8.9
0.49,9.8,8.7
0.6,9.8,8.7
0.6,9.8,8.7
0.85,9.8,8.7
1.11,10.1,8.9
1.19,10.1,8.9
1.26,9.6,9
1.32,9.6,8.9
1.38,9.6,9
1.44,9.6,9.1
1.5,9.7,9
1.57,9.9,8.8
1.63,9.8,8.9
1.69,9.8,9
1.75,9.8,9.2
1.81,9.8,9.6
1.88,9.8,9.6
1.94,9.5,9.8
2,9.1,10.1
2.06,8.6,10.7
2.12,8.5,10.5
2.19,8.9,10.1
2.25,8.7,9.9
2.88,7.9,9.4
2.95,8.8,8.7
3.01,9.6,9.4
3.07,10.3,10.3
3.13,10.1,11.5
3.2,10.1,11.2
3.26,10.1,11.1
3.32,10.1,11.3
3.39,10,12
3.45,10.1,12.9
3.52,10.2,13.3
3.58,10.4,13.4
3.64,9.8,14.2
3.7,8.6,15.4
3.77,7.9,15.3
3.83,8.6,15.8
3.89,8.7,16.4
3.95,8.3,17.2
4.02,7.9,17.8
4.08,8.1,18.2
4.14,8.2,18.5
4.21,8.1,18.5
4.27,8.2,18.7
4.34,8.1,18.7
4.4,8,18.8
4.46,7.4,19.3
4.52,6.7,20.5
4.59,6.1,21.1
4.65,6.3,21.7
4.71,6.6,22.1
4.77,5.9,22.1
4.84,6,22.5
4.9,6.1,23.2
4.96,5.7,23.4
5.02,5.5,24.2
5.09,5.3,25.3
5.15,5.5,25.8
5.21,4.9,25.9
5.28,5,25.7
5.34,4.7,25.7
5.4,4.7,26.2
5.46,4.7,26.3
5.52,4.7,26.5
5.58,4.4,26.1
5.69,4.7,26.6
5.75,5.2,27.5
5.82,5.2,27.5
5.82,4.5,29.4
6.14,4.2,28.6
6.21,3.8,28.1
6.27,4,29.1
6.33,3.9,29.2
6.39,3.9,29.2
6.55,4.1,30.3
6.61,4,30.8
6.68,4.1,30.9
6.74,4.1,30.5
6.8,4.4,30.3
6.87,4.7,30.1
6.93,4.3,30.7
6.99,3.6,31.1
7.09,3.6,31.1
7.09,3.6,31.1
7.31,3.6,31.1
7.46,3.6,31.1
7.68,3.6,31.1
7.88,3.6,31.1
8.05,3.6,31.1
8.3,3.6,31.1
8.46,3.6,31.1
8.63,3.6,31.1
8.8,3.6,31.1
8.91,3.6,31.1
8.91,3.6,31.1
9.11,3.6,31.1
9.28,3.6,31.1
9.57,3.6,31.1
9.57,3.6,31.1
9.82,3.6,31.1
9.82,3.6,31.1
10.1,3.6,31.1
10.37,3.6,31.1
10.37,3.6,31.1
10.59,3.6,31.1
10.59,3.6,31.1
10.84,3.6,31.1
10.84,3.6,31.1
11.1,3.6,31.1
11.26,3.6,31.1
11.48,3.6,31.1
11.71,3.6,31.1
11.71,3.6,31.1
11.9,3.6,31.1
12.15,3.6,31.1
12.15,3.6,31.1
12.44,3.6,31.1
12.44,3.6,31.1
12.69,3.6,31.1
13,3.6,31.1
13,3.6,31.1
13.26,3.6,31.1
13.45,3.6,31.1
13.65,3.6,31.1
13.65,3.6,31.1
13.65,3.6,31.1
13.98,3.6,31.1
13.98,3.6,31.1
14.21,3.6,31.1
14.46,3.6,31.1
14.46,3.6,31.1
14.82,3.6,31.1
14.82,3.6,31.1
15.08,3.6,31.1
15.31,3.6,31.1
15.31,3.6,31.1
15.64,3.6,31.1
15.64,3.6,31.1
15.93,3.6,31.1
16.15,3.6,31.1
16.15,3.6,31.1
16.38,3.6,31.1
16.38,3.6,31.1
16.71,3.6,31.1
16.96,3.6,31.1
17.18,3.6,31.1
17.18,3.6,31.1
17.4,3.6,31.1
17.4,3.6,31.1
17.68,3.6,31.1
17.68,3.6,31.1
17.95,3.6,31.1
18.17,3.6,31.1
18.17,3.6,31.1
18.42,3.6,31.1
18.64,3.6,31.1
18.86,3.6,31.1
18.86,3.6,31.1
19.09,3.6,31.1
19.3,3.6,31.1
19.51,3.6,31.1
19.51,3.6,31.1
19.79,3.6,31.1
20,3.6,31.1
20.2,3.6,31.1
20.2,3.6,31.1
20.4,3.6,31.1
20.4,3.6,31.1
20.78,3.6,31.1
21.06,3.6,31.1
21.06,3.6,31.1
21.46,3.6,31.1
21.46,3.6,31.1
21.77,3.6,31.1
21.77,3.6,31.1
21.97,3.6,31.1
22.24,3.6,31.1
22.49,3.6,31.1
22.68,3.6,31.1
22.88,3.6,31.1
22.88,3.6,31.1
23.15,3.6,31.1
23.15,3.6,31.1
23.38,3.6,31.1
23.61,3.6,31.1
23.61,3.6,31.1
23.83,3.6,31.1
24.08,3.6,31.1
24.36,3.6,31.1
24.36,3.6,31.1
24.36,3.6,31.1
24.65,3.6,31.1
24.65,3.6,31.1
25.06,3.6,31.1
25.33,3.6,31.1
25.33,3.6,31.1
25.55,3.6,31.1
25.55,3.6,31.1
25.83,3.6,31.1
26.08,3.6,31.1
26.3,3.6,31.1
26.3,4.2,32.9
26.5,4.5,33.4
26.56,3.2,34
26.62,3,34.8
26.69,2.2,35.6
26.75,2.2,37
26.83,2.2,37
26.83,2.2,37
27.13,2.2,37
27.36,2.2,37
27.36,2.2,37
27.64,2.2,37
27.93,4.5,41.9
28.05,4.7,42.1
28.12,3,46.6
28.18,6.3,41.1
28.24,6.6,42.6
