# time (s), x(cm), y(cm)
28.39,2.4,44.4
28.66,2.4,44.4
28.66,2.4,44.4
29.01,2.4,44.4
29.22,2.4,44.4
29.45,2.4,44.4
29.45,2.4,44.4
29.71,2.4,44.4
29.98,2.4,44.4
29.98,2.4,44.4
30.21,2.4,44.4
30.21,2.4,44.4
30.54,2.4,44.4
30.83,2.4,44.4
31.08,2.4,44.4
31.08,2.4,44.4
31.34,2.4,44.4
31.58,3.7,46.6
31.64,3.3,47
31.72,3.5,46.7
31.78,3.2,46.8
31.84,3.2,46.9
31.91,3,47.4
31.97,2.6,48.6
32.03,2.6,48.6
32.03,2.6,48.6
32.3,2.6,48.6
32.3,2.6,48.6
32.63,2.6,48.6
32.63,2.4,49.9
32.77,2.5,50.5
32.83,2.5,51
32.89,2.6,51.2
33.02,2.8,51.8
33.08,2.7,52
33.14,2.9,52
33.14,3.1,52.5
33.22,3.1,52.9
33.28,3.4,53.1
33.34,3,53.7
33.4,3.3,54.1
33.47,3.7,53.6
33.53,3.5,54.7
33.59,3.6,54.7
33.66,3.7,55
33.72,3.7,55.3
33.78,3.8,55.8
33.84,4.4,56.3
33.91,4.4,56.5
33.97,4.3,56.6
34.03,4.3,56.6
34.1,4.4,56.6
34.16,3.5,57.5
34.22,4.3,57.2
34.28,4.4,57.7
34.34,5.1,57.8
34.4,4.3,58.5
34.47,4.3,58.7
34.53,5,58.3
34.66,4.9,58.3
34.72,4.2,58.5
34.78,4.5,58.5
34.84,4,58.9
34.91,3.9,59.2
34.97,3.4,60.4
35.03,3.1,60.6
35.09,2.6,62.1
35.15,2.6,62.1
35.22,3.2,61.9
35.28,3,61.7
35.34,2.9,61.9
35.4,2.9,63.3
35.47,3,64.3
35.53,2.9,65.4
35.59,3.3,65.8
35.66,3.8,66.3
35.72,4,66.5
35.78,4.1,67
35.85,4.5,68.4
35.91,5.2,69.9
35.97,5.2,70.4
36.03,5.2,70.3
36.09,5.2,70.7
36.22,5.7,70.7
36.28,6.1,70.8
36.34,6.1,71.2
36.41,6.9,72.3
36.47,7.9,73.4
36.53,8.9,75
36.6,9.5,75.3
36.66,10,75.4
36.72,10.2,75.4
36.85,11.1,75.9
36.91,12.5,76
36.97,13.4,76.2
37.03,14.1,76.2
37.1,14.8,76.7
37.16,15.9,76.3
37.22,17.2,75.8
37.28,16.2,77
37.41,16.2,77.1
37.48,16.8,76.9
37.54,17.5,77.4
37.6,17.5,77.4
37.67,17.9,77.5
37.73,17.9,77.5
37.73,20.4,78.6
37.98,21.2,78.8
38.04,21.4,77.9
38.17,22,77.7
38.23,22.6,77.8
38.29,23.4,78.3
38.36,24,77.8
38.42,24.6,78.1
38.48,21.2,79.5
38.7,27.4,78.7
38.84,27.6,78.5
38.92,28.5,78.1
39,28.6,78.3
39.06,28.9,77.7
39.13,21.3,80
39.19,25.5,78.7
39.25,29.8,77.9
39.31,30,78
39.38,30.9,78.4
39.44,31.3,78.1
39.5,32.1,78.3
39.56,32.1,78.4
39.69,33,78.4
39.75,34,78.6
39.82,34.2,78.7
39.88,34.3,78.2
39.94,34.9,77.7
40,35.8,77.5
40.06,36.4,77.8
40.19,32.3,79.1
40.25,33.7,78.5
40.38,34.2,78.8
40.57,38.7,77.4
40.63,38.9,77.5
40.69,39.2,77.3
40.75,39.7,77.4
40.82,40.4,77.2
40.88,41.4,77.2
40.94,41.7,77.4
41,41.9,77.8
41.07,42.1,77.9
41.13,42.3,78.1
41.19,43.1,78.4
41.26,43.3,78.4
41.32,43.7,78.5
41.38,44.2,78.3
41.44,44.2,78.4
41.51,44.7,78.9
41.57,45.1,78.6
41.63,45.1,78.5
41.7,45.5,78.7
41.76,45.9,78.9
41.82,45.9,79.1
41.89,46,78.9
41.95,46.4,79
42.01,46.8,79
42.07,46.8,79.1
42.14,46.6,78.6
42.2,47,78.4
42.26,47.7,77.8
42.32,48.4,77.2
42.39,48.4,77
42.45,47.7,77.7
42.51,47.7,77.7
42.57,48.1,77.7
42.64,48.7,77.8
42.7,49.8,77.9
42.76,50.3,78.2
42.83,50.2,78.5
42.89,50.4,78.7
42.95,51,78.6
43.01,51.5,78.1
43.08,52,77.8
43.14,52.2,77.8
43.2,52.2,78.1
43.26,52.2,78.8
43.33,52.8,78.9
43.39,53.5,78.4
43.45,54,78.3
43.51,54.7,78.7
