# time (s), x(cm), y(cm)
0,8.8,7.4
0.06,7.8,7.7
0.12,7.7,7.7
0.19,7.6,7.8
0.25,7.2,7.8
0.31,8.4,7.9
0.37,7.4,7.4
0.44,8.6,7.5
0.5,7.2,7.3
0.56,7.4,7.3
0.62,7.5,7
0.68,8.5,7.3
0.75,7.5,6.2
0.81,7.4,7
0.87,7.6,7.3
0.93,7.4,7.1
1,7.2,7.2
1.06,8.2,7
1.12,9.2,6.2
1.2,9.2,6.2
1.32,8.5,6.2
1.39,8.9,7.1
1.45,8.7,5.8
1.51,9.2,6.2
1.57,9.1,5.9
1.64,9.7,6.1
1.7,10.2,5.8
1.76,10.8,5.7
1.83,11.4,6.8
1.89,12.3,7.9
1.95,12.8,9
2.01,12.8,10.1
2.07,12.9,10.3
2.14,13.8,10.1
2.2,12.9,10.7
2.27,14.4,8.7
2.33,15.7,10.3
2.39,17.2,11.1
2.45,17.7,11.4
2.52,18.2,12.1
2.58,18.8,12.6
2.64,18.5,13.7
2.7,24.4,13.5
2.77,20.4,13.1
2.83,21.7,12.5
2.89,22.5,12.4
2.96,22.9,12.7
3.02,23.2,12.7
3.08,23.8,12.9
3.15,24.7,13
3.21,25.3,13.7
3.27,26.2,14
3.33,27.4,13
3.4,28.8,13
3.46,29.3,13.2
3.52,30,13.9
3.58,30.5,13.9
3.65,31.3,13.9
3.65,31.6,13.9
3.77,32.3,14.3
3.83,33.1,14.5
3.9,33.5,14.7
3.96,34,15.2
4.02,34.6,15.4
4.09,34.7,16
4.15,35,16.8
4.21,35.2,17.5
4.27,35.5,18
4.33,35.9,18.3
4.4,36.2,19.2
4.46,36.1,19.6
4.52,35.8,19.7
4.58,35.1,20.1
4.65,35,20.7
4.71,35.2,21.1
4.77,35,21.2
4.84,34.8,21.7
4.9,35.3,22.2
4.96,36.2,22.7
5.02,37,22.9
5.09,37.6,23.1
5.15,37.9,23.4
5.21,38.7,23.6
5.27,39.6,24
5.34,40.5,24.3
5.4,40.9,24.8
5.46,41.1,25.4
5.53,41.3,25.8
5.59,41.3,26.2
5.65,41.2,26.9
5.71,41.1,27.7
5.78,41,28.2
5.84,41,28.9
5.9,40.8,29.6
5.97,40.6,29.8
6.03,40.4,30.1
6.09,40.3,30.4
6.16,40.5,31.2
6.22,40.3,31.8
6.28,40.3,32.2
6.34,40.5,32.4
6.4,40.4,33
6.46,40.5,34
6.53,40.7,34.8
6.59,40.9,35.1
6.65,41.3,35.4
6.71,41.7,36.4
6.78,42,37.2
6.84,42.1,38.7
6.9,41.7,40
6.96,41.3,41
7.03,41.6,41.1
7.09,41.6,41.8
7.21,41.4,43.2
7.28,41.1,43.3
7.34,41.3,44.7
7.4,41,45.8
7.47,40.6,46.8
7.53,40.8,47.5
7.59,40.6,48.2
7.65,40.6,47.7
7.72,40.7,47.3
7.78,40.7,47.5
7.84,40.5,47.9
7.9,40.2,48.2
7.97,40.1,48.2
8.03,40.6,48.3
8.09,40.8,48.5
8.15,40.5,48.8
8.22,40.4,49.5
8.28,40.1,49.8
8.34,40.1,49.8
8.41,40.1,49.9
8.47,40.3,49.9
8.53,39.5,50.2
8.59,40.9,50.2
8.66,41.2,50.3
8.72,41.6,50.3
8.78,41.5,50.4
8.85,41.1,50.9
8.91,41.2,51.1
8.97,41.4,51.3
9.03,41.9,51.4
9.1,42.5,51.3
9.16,42.7,51.3
9.22,42.7,51.4
9.28,43,51.4
9.35,43.3,51.2
9.41,43.5,51.3
9.47,44.3,51.4
9.53,45.3,51.9
9.6,45.6,52.7
9.66,45.1,52.9
9.72,45.1,53.1
9.79,45.2,53.7
9.85,45.4,53.7
9.91,45.3,53.4
9.98,45.1,53
10.04,45.1,53.3
10.1,45.2,54.4
10.17,45,55.1
10.23,44.6,55.1
10.29,44.6,54.9
10.35,44.5,54.8
10.42,44.5,55
10.48,44.5,55.3
10.54,45,55.6
10.6,45.3,55.7
10.67,45.6,56.2
10.73,45.5,56.6
10.79,46.4,57.1
10.86,47.1,58
10.92,47.4,58.6
10.98,48,58.9
11.04,49,59.3
11.1,49.1,59.9
11.17,49.1,60.5
11.23,49.4,61.1
11.29,49.8,62.3
11.36,49.8,63
11.42,49.9,63.5
11.48,49.8,63.7
11.55,49.6,64.2
11.61,49.8,65.1
11.67,49.9,65.8
11.73,49.7,66.1
11.8,49.7,66.4
11.86,49.7,66.9
11.92,49.6,67.1
11.99,49.3,67.3
12.05,49.2,67.7
12.11,49.2,68.3
12.18,49.4,69
12.24,49.4,69.8
12.3,48.9,70.2
12.36,48.8,70.6
12.43,48.3,71.8
12.49,48.3,71.8
12.55,48.2,71.9
12.62,48.4,72.1
12.74,48.7,73.4
