# time (s), x(cm), y(cm)
23.38,14.2,62.9
23.44,14.2,62.8
23.51,14.3,62.5
23.57,14.3,62.5
23.63,14.5,62.7
23.69,14.9,62.6
23.76,14.8,62.6
23.82,14.3,62.6
23.88,14.7,62.5
23.94,14.8,62.5
24.01,14.9,62.1
24.07,14.8,62.4
24.13,15.1,62.4
24.19,14.6,62.5
24.26,14.7,62.5
24.32,14.7,62.6
24.38,14.7,62.6
24.5,14.6,62.7
24.57,15,62.7
24.63,14.6,62.9
24.69,14.6,62.9
24.75,16.7,62.4
24.82,14.5,62.8
24.88,14.5,62.9
24.94,14.4,62.9
25.01,14.5,62.8
25.07,14.5,62.8
25.13,14.5,62.8
25.2,14.4,62.7
25.26,14.2,62.6
25.32,14.1,62.2
25.38,14.1,62.5
25.45,14.6,62.3
25.51,14.5,62.4
25.57,14.4,62.6
25.63,14.5,62.6
25.76,14.7,62.7
25.82,15.1,62.8
25.88,15.3,62.7
25.95,15.7,62.6
26.01,15.7,62.6
26.21,14.9,62.7
26.27,15.2,62.9
26.33,15.3,63
26.41,15.3,63
26.41,14.9,62.6
26.71,14.7,62.5
26.77,14.9,62.4
26.83,14.8,62.5
26.9,14.8,62.6
26.96,14.8,62.8
27.02,14.9,62.8
27.08,14.9,62.9
27.15,14.8,63
27.21,14.8,63.1
27.32,14.8,63.1
27.32,14.8,63.1
27.6,14.8,63.1
27.88,14.8,63.1
27.88,14.8,63.1
28.13,14.8,63.1
28.13,14.8,63.1
28.46,14.8,63.1
28.46,15.1,64.3
28.78,13.9,67.7
28.97,16.3,63.5
29.04,16.3,64.7
29.13,16.3,64.7
29.13,17.4,64.6
29.39,17.7,64.6
29.52,17.7,64.6
29.58,17.9,64.8
29.64,18.5,64.8
29.71,18.6,64.8
29.83,20.2,64.8
29.89,20,64.5
30.05,20,64.5
30.05,20,64.5
30.27,20,64.5
30.27,20,64.5
30.51,20,64.5
30.51,20,64.5
30.79,20,64.5
30.79,20,64.5
31.12,20,64.5
31.34,20,64.5
31.57,20,64.5
31.57,20,64.5
31.86,20,64.5
31.86,20,64.5
32.13,20,64.5
32.13,20,64.5
32.13,20,64.5
32.5,20,64.5
32.78,20,64.5
32.78,29.8,64.5
32.99,30.3,64.3
33.05,30.5,64.2
33.11,30.6,64.1
33.17,30.8,64.2
33.24,31.2,64
33.3,31.9,64.2
33.36,32.6,64.5
33.42,32.5,64.6
33.49,32.9,64.6
33.55,33.3,64.8
33.62,33.6,64.8
33.68,33.7,64.8
33.74,34.3,64.9
33.81,34.6,65.1
33.87,35.8,65.4
33.93,35.2,65.7
33.99,35.6,65.9
34.05,29.8,67.4
34.12,35.4,66.5
34.25,37.3,65.9
34.31,37.5,65.8
34.37,37.6,65.7
34.44,37.9,65.7
34.5,37.9,65.7
34.78,37.9,65.7
34.78,37.9,65.7
35.04,39.4,65.7
35.21,39.5,65.7
35.27,39.6,65.8
35.34,39.4,66.4
35.42,39.4,66.4
35.42,41.4,65.6
35.71,41.7,65.5
35.78,42.2,65.6
35.84,42.3,65.6
35.9,42.5,65.6
35.96,42.7,65.8
36.03,43.7,66.1
36.09,43.7,66.1
36.09,44.4,65.9
36.39,44.8,66
36.45,45.4,66.3
36.6,45.8,66.3
36.65,46.1,66.4
36.73,46.3,66.2
36.79,46.5,66.4
36.85,46.7,66.2
36.91,47.1,66.3
36.98,47.1,66.4
37.04,47.1,66.4
37.1,47.3,66.5
37.16,47.6,66.4
37.23,47.8,66.6
37.29,48.4,66.9
37.35,48.7,67.2
37.41,48.6,67.4
37.48,48.6,67.3
37.54,48.7,67.3
37.6,48.8,67.4
37.6,49,67.6
37.73,49.2,67.8
37.79,49.5,68
37.86,49.5,68.5
37.92,49.6,68.8
37.98,49.8,68.8
38.05,50,69
38.11,50.3,69.2
38.11,50.3,69.2
38.31,51.4,69.4
38.37,51.5,69.7
38.44,51.9,69.6
38.5,52.2,69.6
38.56,52.4,69.8
38.63,53.1,69.8
38.69,53.4,69.9
38.75,53.8,69.9
38.81,54.3,70.1
38.88,54.7,70.1
38.94,54.8,70.3
39,54.9,70.5
