# time (s), x(cm), y(cm)
0,6.28,6.98
0.03,6.358664017942648,6.904271209569847
0.07,6.596288825376743,6.902536371253591
0.1,6.596273049979582,6.902567350509239
0.13,6.677461131467966,6.826567491592169
0.17,6.835144113789382,6.903124977110894
0.2,6.837549861856415,6.901761889862406
0.23,6.993442336600074,6.9005072300086825
0.27,7.071522664847768,6.823787103397813
0.3,7.071428012464804,6.8237406345143405
0.33,7.147307672808559,6.821595321060758
0.37,7.306315788491486,6.976367682275339
0.4,7.306323676190069,6.976406406344898
0.43,7.38837151682372,7.2082938796798555
0.47,7.470671763811949,7.362957813499672
0.5,7.469662138393652,7.287290981580811
0.53,7.392173387539489,7.13260381331926
0.57,7.311987043770819,7.055697811174505
0.6,7.232920753200567,7.055635852663213
0.63,7.2302862618747055,7.13372681133648
0.67,7.1479386886949925,8.025061954824459
0.7,7.147915025599253,8.02511616852184
0.73,6.987045413051344,8.104144249678445
0.77,6.909485672909953,8.104624428140983
0.8,6.910810806271469,8.10511235141743
0.83,7.144878261645786,8.337991160933104
0.87,7.30254546857004,8.879926769601497
0.9,7.379908016246916,9.267709602168251
0.93,7.304138783683286,9.422969886659281
0.97,7.384041170303066,9.734110040754288
1,7.465789278390659,9.965563804510179
1.03,7.542899419712966,10.117625480855613
1.07,7.7006139528287,10.34835123210379
1.1,7.700566626637221,10.34834348728988
1.13,7.780358585476868,10.424188449928707
1.17,7.385634485416311,10.345175858399926
1.2,7.385602934621989,10.3452223272834
1.23,6.913098238859794,10.424234918812179
1.27,6.439181645051698,11.042635075232353
1.3,6.12167022639499,11.584198932832972
1.33,5.962764650793606,11.895455259136655
1.37,5.883154109021306,12.206107489955214
1.4,5.801997578327244,12.437855556639757
1.43,5.489455409776207,12.74677294914206
1.47,4.859259843994014,13.520301728216758
1.5,4.859220405501109,13.52034819710023
1.53,4.38378148586699,14.061571282888732
1.57,4.386337100207054,14.449106281410305
1.6,4.308572279902574,14.913864819447028
1.63,3.9944131331425465,15.534201179345162
1.67,3.835783626991479,15.689461463836192
1.7,3.5978669747099095,16.075741802504048
1.73,3.437723030431403,16.30739693142165
1.77,3.4359404105522238,16.38472889833156
1.8,3.275204888880181,16.384798601656765
1.83,3.1947188125654535,16.4616891141737
1.87,2.957851224195078,17.003113565123904
1.9,2.9576224809362484,17.002401042244013
1.93,2.7234445977818025,17.310807277028132
1.97,2.5667870162758413,17.46605207189134
2,2.4858828919363525,17.698946371034836
2.03,2.169467863382323,18.162597400682166
2.07,2.089746893829898,18.316703707900324
2.1,2.1674643879428936,18.315743350975254
2.13,2.247114368208095,18.239937112405983
2.17,2.1698543606127654,18.239077438061766
2.2,2.169247007822073,18.161567340431887
2.23,2.1663601101416328,19.479409386045916
2.27,2.2447796094282904,19.63432115391091
2.3,2.2443300106092012,19.63432889872482
2.33,2.2443694491021073,19.86651841980234
2.37,2.3205567296904985,19.944338309988698
2.4,2.2434544760667743,20.176218038509745
2.43,2.2414904391202466,20.408376580331613
2.47,2.165074415273023,20.71869578415196
2.5,2.1625109132343843,20.79476534639424
2.53,2.0054273960050786,20.871268618215574
2.57,1.927907094356594,20.948190109988154
2.6,1.9289009443777294,20.948221089243802
2.63,1.9321743392886077,20.947678952269975
2.67,2.01108287588725,20.871756541492026
2.7,2.0117138917736836,20.873599807203046
2.73,2.013110014422419,20.949057529146284
2.77,2.0940378018576515,20.94825206849945
2.8,2.248778672608565,21.10289276787753
2.83,2.246901400346423,21.25678996512007
2.87,2.1699647883928908,21.333858608356977
2.9,2.171999814626643,21.48736082009001
2.93,2.2499381642998886,21.718504791289433
2.97,2.252612094118657,22.027336990838705
3,2.249685757945316,22.337191505824343
3.03,2.2474614269456366,22.646201836093585
3.07,2.324429589693491,22.87882506675017
3.1,2.4064301041356626,23.49763569830767
3.13,2.642414270265023,24.27208611023788
3.17,2.9587109833403487,25.123674868730195
3.2,3.117726986721854,25.356282609758956
3.23,3.037169921119903,25.512208948246407
3.27,3.116528056537629,25.51206954159599
3.3,3.3549179707340273,25.509180726006868
3.33,3.2806079624077746,25.58610996259336
3.37,3.1981026352564568,25.74162582594348
3.4,3.042431016073053,26.205981633656783
3.43,3.042352139087246,26.206074571423724
3.47,3.045097058193238,27.097502652678646
3.5,2.9664803664420742,27.71670826974565
3.53,2.6544666736959237,28.336680623389924
3.57,2.4986846267323948,28.80131524440406
3.6,2.49808516164028,28.802600883513428
3.63,2.4939598952827144,28.80440542515489
3.67,2.4142310380317062,28.880482732211075
3.7,2.3351410843657145,28.881923267598683
3.73,2.177497540537204,28.88395240884359
3.77,2.0201300661590036,28.96163289237953
3.8,2.0205244510880247,28.961888471238623
3.83,1.7847769159160762,29.19132858337743
3.87,1.7830179591326374,29.42429258584614
3.9,1.7859127445116556,29.50017627255453
3.93,1.7063810797251628,29.576555627353272
3.97,1.6267389871585403,29.731552588171304
4,1.5492423486057953,29.88529643809839
4.03,1.4689298016598382,29.88469156813187
4.07,1.1543289437793103,30.65973523280773
4.1,1.1529801473220544,30.584480424988982
4.13,1.1539030080559654,30.660402061285538
4.17,1.0767297651450178,30.58280754518402
4.2,1.0784413957369727,30.582660393719696
4.23,1.1563639700130617,30.504295268633946
4.27,1.31341593644804,30.271440468041398
4.3,1.3144176741677542,30.348189250463744
4.33,1.2364398860016061,30.349058993066045
4.37,1.1581465898922358,30.426176428630594
4.4,1.0783230802582642,30.503629214637527
4.43,0.9990359341277619,30.65804763785634
4.47,0.9210975844545155,30.812296449650475
4.5,0.8436246089975148,30.88882295591355
4.53,0.8450443947419899,30.887901323058042
4.57,0.8449576300576043,30.809578794448804
4.6,0.8448787530718018,30.808703630476767
4.63,0.845391453479527,30.732342863231402
4.67,0.9241580115037218,30.732820718249766
4.7,0.9228171027450482,30.73194090738938
4.73,0.845699073724167,30.65401568773382
4.77,0.8465193943765321,30.654431584240886
4.8,0.8473633781246379,30.732286326089845
4.83,0.9250177706489886,30.809294559778237
4.87,1.0023882060244471,30.88702693356739
4.9,1.0036344624001563,31.040925679772712
4.93,1.0048807187758655,31.039928147740866
4.97,1.0831582394880703,31.426705703461867
5,1.0831266886937474,31.42674829993838
5.03,1.161972123703749,31.502333811311168
5.07,1.3978300866558229,31.50157249610363
5.1,1.3991000061272718,31.50466887270559
5.13,1.4781110828074615,31.579966277000853
5.17,1.5567277745586248,31.5017854784862
5.2,1.556506918998374,31.503841726579804
5.23,1.556656785271401,31.58014130979526
5.27,1.556885528530234,31.656124130121725
5.3,1.5571142717890671,31.654658811329597
5.33,1.5567277745586248,31.65643082475263
5.37,1.4790260558427901,31.731586498953305
5.4,1.4802013229312756,31.72930797470044
5.43,1.4802249860270154,31.804874898519834
5.47,1.7953385443152738,32.03758332212945
5.5,1.7948416193047052,32.112866785759664
5.53,1.793902983173636,32.111727523633235
5.57,1.7930195609326258,32.11214806702865
5.6,1.8711629907689655,32.187776174877946
5.63,2.0285068020514228,32.26435921828258
5.67,2.1858190625395606,32.34231774063795
5.7,2.1857875117452377,32.34240293359099
5.73,2.2643568773049223,32.41977594801463
5.77,2.6586234908478126,32.88263003631042
5.8,2.658607715450651,32.88250766825061
5.83,2.8162275961834258,33.113234968461576
5.87,2.9735004181786584,33.50089156056157
5.9,3.0517779388908637,33.65476242543681
5.93,3.052756013514838,33.80922344513213
5.97,3.053379141702693,33.964285462387025
6,3.051375666263264,34.11822680506886
6.03,3.0493721908238305,34.11727186951353
6.07,3.049167110660741,34.580292471308425
6.1,3.0491828860579027,34.58022121902044
6.13,3.1297478393584326,34.73337336516466
6.17,3.4456974936962173,34.96454521769416
6.2,3.4456738306004775,34.96458781417068
6.23,3.6031438450602207,35.04022056890832
6.27,3.9198980446532095,35.34744649405228
6.3,4.155385285772006,35.49907213737447
6.33,4.315505566954773,35.5756551807791
6.37,4.549849091779407,35.6505359140859
6.4,4.547561659191082,35.64796928275551
6.43,4.626123137052184,35.722558036577844
6.47,5.336244752549895,36.264358885484164
6.5,5.336260527947056,36.26432635726573
6.53,5.650821947334683,36.72886804051292
6.57,5.650821947334683,36.72886804051292
6.6,5.650821947334683,36.72886804051292
6.63,5.650821947334683,36.72886804051292
6.67,5.650821947334683,36.72886804051292
6.7,5.650821947334683,36.72886804051292
6.73,5.966329890551962,39.0523122140705
6.77,6.04448120808688,38.973450646412985
6.8,6.043747652118901,38.97204728613217
6.83,6.280583689694954,38.81776052474986
6.87,6.595247649164123,38.89591266745303
6.9,6.673280651220338,38.896622092407355
6.93,6.593654334050877,38.896258086153495
6.97,6.435474426718893,38.81928702757188
7,6.435056378694132,38.81976952947859
7.03,6.357070702829402,38.818852543511426
7.07,6.35776482030448,38.81839869741619
7.1,6.27835935869527,38.81892844268776
7.13,6.277830882890384,38.81944811970125
7.17,6.435300897350127,38.74360702946937
7.2,6.435261458857221,38.743517189627994
7.23,6.986619477,38.66675446654061
7.27,7.065220393682003,38.66856055714486
7.3,7.064944324231689,38.67035657949102
7.33,6.986714129710964,38.67185055409461
7.37,6.907040486350018,38.67234234977802
7.4,6.9070483740486015,38.67229510641315
7.43,6.828297591421569,38.66976100330119
7.47,6.74981499054627,38.593665108691624
7.5,6.750209375475292,38.59501657871924
7.53,6.98628819398762,38.51760174230047
7.57,7.222627306553105,38.59302228913694
7.6,7.222587868060203,38.59298898643711
7.63,7.221073429932759,38.59474241230676
7.67,7.221933189078026,38.671745999106804
7.7,7.222800835921875,38.671292927492956
7.73,7.222950702194902,38.6710086928224
7.77,7.14443655052528,38.66947754311202
7.8,7.144799384659984,38.66794561892026
7.83,7.145122780301781,38.66627273911529
7.87,7.144570641401151,38.589674980564226
7.9,7.144554866003989,38.5897036363757
7.93,7.14345847590131,38.58912664773927
7.97,7.064881222643043,38.588474534407894
8,7.06516517979194,38.58783171485321
8.03,7.065701543295409,38.587089761680446
8.07,7.14399483940478,38.58800674764762
8.1,7.1433874866140865,38.58889972469166
8.13,7.143111417163769,38.59053542938984
8.17,4.461680397047339,39.51854226675046
8.2,4.461680397047339,39.518499670273954
8.23,4.619150411507083,39.67282902813277
8.27,5.486797255354601,40.21411252346978
8.3,5.4868051430531795,40.21402965396092
8.33,5.644606440853303,40.293259874760636
8.37,5.8025181664335514,40.215062812136765
8.4,5.80252605413213,40.214998530181305
8.43,5.6456870555588194,40.136480057780105
8.47,5.3306760373521085,39.82638235563762
8.5,5.33066814965353,39.82634982741919
8.53,5.251223249551418,39.74780966953904
8.57,5.01441087507111,39.51529021938887
8.6,5.0142294580037605,39.515119833482814
8.63,4.8564044971078975,39.43831451391891
8.67,4.776920158512884,39.51320996237216
8.7,4.776312805722191,39.510657271706805
8.73,4.85481118199465,39.58784131267099
8.77,4.93371183089471,39.742969160844126
8.8,4.93371183089471,39.74291727059092
8.83,4.9331518042954965,39.74018490024281
8.87,4.697238627453361,39.58581759279582
8.9,4.697956408024179,39.50890384583715
8.93,4.619103085315599,39.43059990478132
8.97,4.539737062199294,39.355355165220644
9,4.460647108533303,39.27688548514709
9.03,4.381288973115575,39.19788683428335
9.07,4.3022936718325475,39.19774510418877
9.1,4.302301559531131,39.19774045730041
9.13,4.224292220570656,39.19597696317268
9.17,4.066585575153501,39.04141216297094
9.2,4.066585575153501,39.0414075160826
9.23,4.066459371976214,39.039639375066514
9.27,4.066601350550663,38.962176520801506
9.3,4.06674332912511,38.96216722702481
9.33,4.066877420000975,38.96021011254928
9.37,4.065678489816751,38.882677554959045
9.4,3.985681450814008,38.805011786569544
9.43,3.8280457946840762,38.72650957827756
9.47,3.7497840493690324,38.65136319785357
9.5,3.7503992898583047,38.65366573102957
9.53,3.8278564899181484,38.73382223157313
9.57,3.907325053,38.73507921487103
9.6,3.907908742810949,38.73632767887362
9.63,4.14404277521334,38.735986907061495
9.67,4.144090101404824,38.65869056629558
9.7,4.144090101404824,38.65864332293072
9.73,4.144523924826747,38.58127030850708
9.77,4.143790368858767,38.503931371264656
9.8,4.142883283522021,38.42729101623707
9.83,4.141873658103724,38.5033117861517
9.87,4.0634778219128105,38.50308486310408
9.9,4.063966859224795,38.502857940056465
9.93,4.064156163990727,38.50197890367747
9.97,4.142015636678172,38.42444557160586
10,4.14199986128101,38.4244502184942
10.03,4.220466686759147,38.424351084876136
10.07,4.22085318398959,38.501837173582885
10.1,4.062641725863283,38.346912239534234
10.13,3.9834097936228443,38.11411413097953
10.17,4.063051886189466,38.036136556381926
10.2,3.9829365317080203,38.037006298984224
10.23,3.7460689433376495,38.11429373321414
10.27,3.8250721323192556,38.26902930656264
10.3,3.8250721323192556,38.269067101254535
10.33,3.824890715251902,38.191406289545924
10.37,3.115329126353404,38.424558645888965
10.4,3.115329126353404,38.42445486538255
10.43,3.035868450854131,38.579483579937616
10.47,3.035434627432209,38.579247363113296
10.5,3.035142782584734,38.579653965843676
10.53,3.0350639055989275,38.657593900645665
10.57,3.035616044499558,38.65778752099346
10.6,3.1138777898146057,38.50337761706995
10.63,3.3500906992027994,37.96090537024561
10.67,3.4288099310355147,38.038017926577396
10.7,3.428644289365322,38.03768226634246
10.73,3.74375784765358,38.42486146811292
10.77,3.8222798870217796,38.42574050449192
10.8,3.8222798870217796,38.42572191693853
10.83,4.295415598670411,38.735901714108465
10.87,4.374639643212273,38.812508766436224
10.9,5.005963149891467,39.12235786005212
10.93,5.005466224880899,39.12162055376771
