# time (s), x(cm), y(cm)
7.92,5.6,32.9
7.99,5.7,32.9
8.05,5.7,32.8
8.11,5.7,32.9
8.17,5.8,33.1
8.24,5.9,33.2
8.3,5.9,33.3
8.36,5.7,33.1
8.43,5.8,33.1
8.55,5.7,33.4
8.61,7.1,33.8
8.68,7.3,33.8
8.74,6.2,33.9
8.8,5.1,33.5
8.86,5.7,33.6
8.93,5.3,33.5
8.99,5.7,33.6
9.05,5.8,33.6
9.12,7.2,33.8
9.18,6,34.2
9.24,7.4,34.3
9.31,6.1,34.5
9.37,6,34.7
9.43,8,34.6
9.49,7.6,35
9.56,8.2,34.8
9.62,7.3,35.2
9.68,7.4,35.4
9.75,7.7,35.4
9.81,7.7,35.5
9.87,7.7,35.4
9.94,8.3,35.7
10,7.7,35.8
10.06,7.8,35.9
10.12,7.9,35.9
10.19,8.1,36.1
10.25,8.5,36.4
10.31,8.2,36.6
10.38,8.4,36.9
10.44,8.6,36.9
10.5,8.7,36.6
10.57,8.9,36.3
10.63,8.9,36
10.69,9.1,36.3
10.75,8.9,36.6
10.82,8.4,36.7
10.88,8.3,37
10.94,7.9,37.8
11.01,7.1,39.4
11.07,6.1,41.1
11.15,6.1,41.1
11.43,6.1,41.1
11.43,6.1,41.1
11.73,6.1,41.1
11.73,6.1,41.1
12.08,6.1,41.1
12.08,6.1,41.1
12.35,6.1,41.1
12.57,6.1,41.1
12.79,6.1,41.1
12.79,6.1,41.1
12.98,6.1,41.1
12.98,6.1,41.1
13.31,6.1,41.1
13.31,6.1,41.1
13.66,6.1,41.1
13.9,6.1,41.1
13.9,6.1,41.1
14.26,6.1,41.1
14.42,6.1,41.1
14.42,6.1,41.1
14.69,6.1,41.1
14.95,6.1,41.1
14.95,6.1,41.1
15.31,6.1,41.1
15.31,6.1,41.1
15.56,7.1,41.8
15.64,7.2,41.7
15.7,7.3,41.7
15.77,7.5,41.7
15.84,7.5,41.7
15.84,7.5,41.7
16.16,7.5,41.7
16.16,7.5,41.7
16.59,7.5,41.7
16.59,7.5,41.7
16.87,7.5,41.7
16.87,7.5,41.7
17.25,7.5,41.7
17.25,7.5,41.7
17.48,7.5,41.7
17.71,7.5,41.7
17.71,7.5,41.7
17.91,7.5,41.7
18.2,7.5,41.7
18.47,7.5,41.7
18.47,7.5,41.7
18.73,7.5,41.7
18.73,7.5,41.7
19.08,7.5,41.7
19.3,7.5,41.7
19.3,7.5,41.7
19.57,7.5,41.7
19.57,5.6,41.5
19.81,5.6,41.6
22.99,5.2,41.1
23.32,5.7,41.1
23.39,6,40.9
23.45,6.6,41.1
23.51,6.7,41
23.58,7.1,41
23.64,7.2,40.9
23.7,7.2,41
23.76,6.7,41.1
23.83,6.4,41.3
23.89,7.3,40.9
23.95,8,40.7
24.01,8.3,41
24.14,8,41.6
24.2,7.6,41.8
24.27,7.5,41.7
24.33,7.6,41.7
24.39,7.3,41.6
24.45,6.9,41.5
24.52,6.8,41.5
24.58,6.8,41.5
24.64,6.8,41.5
24.71,6.9,41.7
24.79,6.9,41.7
24.79,6.9,41.7
25.07,6.9,41.7
25.35,6.9,41.7
25.35,7.7,42
25.56,7.9,42
25.62,8.1,41.3
25.69,8.6,41.7
25.75,8.5,41.9
25.81,8.9,41.9
25.88,9.1,42
25.94,9.2,42.1
26,9.8,41.6
26.06,9.1,42.2
26.13,9.3,42.1
26.19,9.7,42.1
26.25,10,41.1
26.31,9.7,42.3
26.38,9.6,42.1
26.44,9.9,42.4
26.5,9.6,42.4
26.57,9.7,42.4
26.63,9.9,42.4
26.69,9.8,42.3
26.75,10.6,42.3
26.82,10.2,43.6
26.88,10.4,42.7
26.94,10.9,41.6
27.01,10.4,42.8
27.07,10.5,42.8
27.13,10.9,41.7
27.19,10.5,42.9
27.26,10.7,43.1
27.32,10.7,43.1
27.39,10.8,42.9
27.45,11.2,43.2
27.51,11.6,43.5
27.57,11.9,43.3
27.64,11.8,43.6
27.7,11.6,43.6
27.77,11.6,43.7
27.83,12,43.7
27.89,12.2,43.7
27.95,12.2,43.7
28.02,12.5,43.7
28.08,12.5,43.7
28.14,12.8,43.7
28.21,12.6,44
28.27,12.4,44.1
28.33,12.3,44.4
28.39,12.2,44.2
28.46,12.4,43.8
28.52,12.5,43.7
28.58,12.7,44
28.65,13,44.1
28.71,13.2,44.9
28.77,13.2,45
28.84,13,45
28.9,13,45
28.96,13.3,45
29.02,13.3,45
29.1,14,44
29.2,14.4,44.1
29.26,14.2,45
29.33,14.6,45.1
29.39,14.4,45.1
29.45,14.4,45.2
29.52,14.4,45.3
29.58,14.4,44.7
29.64,14.4,44.9
29.7,14.9,45.5
29.77,15.1,45.5
29.83,15,45.4
29.89,15.1,45.7
29.96,15.4,45.8
30.02,15.2,45.6
30.08,15.4,45.8
30.15,15.5,45.9
30.21,15.4,46.2
30.27,15.4,46.4
30.33,15.6,46.4
30.39,15.8,46.3
30.45,15.8,46.3
30.45,16,46.2
30.58,16.4,46
30.64,16.8,46.2
30.71,16.8,46.5
30.77,16.9,46.7
30.83,17.1,46.7
30.89,17.5,46.8
30.95,17.7,46.9
31.02,18.2,46.6
31.02,18.5,47.2
31.14,18.4,47.6
31.2,18.7,47.8
31.27,19.3,47.7
31.33,19.7,47.7
31.39,19.9,48.3
31.46,20.2,49.3
31.52,20.4,49.7
31.58,20.7,49.7
31.64,20.8,49.7
31.71,21,49.8
31.77,21.2,50
31.83,21.4,50.4
31.9,21.5,50.8
31.96,21.7,51
32.02,22,51.3
32.09,22.1,51.6
32.15,22.4,51.7
32.21,23,51.5
32.28,23,52
32.34,23.3,52.4
32.4,23.4,52.4
32.46,23.7,52.7
32.53,24,52.8
32.59,24.4,52.9
32.65,24.7,53
32.72,25.1,53
32.78,25.3,53.3
32.84,25.4,53.4
32.9,25.7,53.5
32.97,26.2,53.8
33.03,26.6,53.9
33.09,26.8,53.9
33.16,27.3,54
33.22,27.7,54.2
33.28,27.8,54.3
33.35,28.1,54.5
33.41,28.5,54.7
33.47,29.1,54.5
33.54,29.6,54.4
33.6,29.8,54.6
33.67,30,55.1
33.73,30.4,55.2
33.79,30.6,55.4
33.85,31.1,55.6
33.92,31.4,55.5
33.98,31.6,55.5
34.04,31.7,55.5
34.1,31.8,55.7
34.17,32.9,55.4
34.23,32,55.8
34.29,32.1,55.9
34.35,32.4,56.1
34.42,32.4,56.4
34.48,32.7,56.7
34.54,32.8,56.8
34.61,32.8,56.9
34.67,32.7,57
34.73,32.8,57.3
34.8,32.9,57.7
34.86,32.6,58.1
34.92,32.7,58.5
34.98,33,58.7
35.05,32.8,59.1
35.11,32.8,59.1
35.17,33,59.1
35.24,33.2,59.5
35.3,33.3,59.9
35.36,33.3,60.1
35.43,33.2,60.4
35.49,33.4,61
35.55,33.6,61.6
35.61,33.6,61.8
35.68,33.5,62.1
35.74,33.6,62.3
35.8,33.7,62.8
35.87,33.8,62.9
35.93,33.8,63
35.99,33.7,63.3
36.06,33.6,63.6
36.12,33.8,64
36.18,34,64.2
36.24,34.2,64.2
36.31,34.2,64.5
36.38,34.4,64.6
36.43,34.4,64.8
36.49,34.5,65
36.56,34.8,65.2
36.62,35.3,65.3
36.69,35.7,65.5
36.75,36,65.6
36.81,36.2,65.7
36.88,36.5,66
36.94,36.6,66.2
37,37.4,65.4
37.06,37.5,66.3
37.13,37.8,66.3
37.19,38.4,64.6
37.25,38.4,64.9
37.32,38.7,65
37.38,39,65.9
37.44,39.2,65.7
37.51,39.7,65.2
37.57,39.8,66.4
37.63,40.3,66.4
37.7,40.5,66.3
37.76,40.7,66.4
37.82,40.7,66.4
37.89,41,65.6
37.95,40.8,66.3
38.01,40.9,66
38.07,41.2,65.2
38.14,41.3,65
38.2,41.2,66.1
38.26,41.4,66.1
38.33,41.6,66
38.39,42,66
38.46,42.4,66
38.52,42.9,66.1
38.58,43.1,66
38.64,43.5,65.8
38.71,44,65.8
38.77,44.4,64.5
38.83,44.6,64.6
38.9,44.8,65.9
38.96,45.2,65.8
39.02,45.9,63.7
39.08,45.9,65.2
39.15,46.3,65.5
39.21,46.9,65.6
39.27,47.1,65.6
39.34,47.1,65.6
39.4,46.8,65.4
39.46,46.7,65.5
39.53,46.7,65.3
39.59,46.8,65.3
39.65,47.1,65.4
39.72,47.1,65.4
39.78,47.2,65.4
39.84,47.2,65.3
39.9,46.9,65.4
39.97,47,65.4
40.03,47.2,65.4
40.09,48.9,64.4
40.15,47.8,65.3
40.22,47.9,65.3
40.28,47.9,65.5
40.34,48,65.6
40.4,47.9,65.6
40.46,47.9,65.6
40.53,47.9,65.7
40.59,48,65.8
40.65,48.6,66.3
40.72,48.8,66.6
40.78,48.8,66.6
40.84,48.9,66.5
40.9,49,66.4
40.96,49.2,66.3
41.09,49.4,66.3
41.15,49.5,66.4
41.21,49.6,66.6
41.28,49.7,66.6
41.34,49.8,66.6
41.4,49.9,66.7
41.46,49.8,66.6
41.53,49.8,66.7
41.59,49.8,66.7
41.65,49.9,66.7
41.72,50.3,66.6
41.78,50.8,66.5
41.84,51.2,66.4
41.91,51.4,66.4
41.97,51.5,66.5
41.97,52,66.6
42.05,52.9,65.3
42.11,53,65.5
42.17,53.5,65.2
42.23,53.5,67.2
42.3,54,67.2
42.36,54.3,67.4
42.42,54.7,67.5
42.48,54.9,67.7
