timestamp_s,vicon_x_cm,vicon_y_cm
0,6.957658253205871,8.419560699742615
0.033,6.850294607511268,8.276690715257663
0.067,6.850631870594629,8.277552215605343
0.1,6.850895392557547,8.278429390112036
0.133,6.851232655640924,8.279290890459704
0.167,6.851569918724285,8.280152390807382
0.2,6.851831746215396,8.281021593
0.233,6.852169009298755,8.281883093798662
0.267,6.852435920205288,8.282776212031523
0.3,6.852702831111822,8.283669330264399
0.333,6.852702831111822,8.283669330264399
0.367,6.852702831111822,8.283669330264399
0.4,6.852702831111822,8.283669330264399
0.433,6.852702831111822,8.283669330264399
0.467,6.852702831111822,8.283669330264399
0.5,6.852702831111822,8.283669330264399
0.533,6.852702831111822,8.283669330264399
0.567,6.852702831111822,8.283669330264399
0.6,6.852702831111822,8.283669330264399
0.633,6.852702831111822,8.283669330264399
0.667,6.852702831111822,8.283669330264399
0.7,6.852702831111822,8.283669330264399
0.733,6.852702831111822,8.283669330264399
0.767,6.852702831111822,8.283669330264399
0.8,6.852702831111822,8.283669330264399
0.833,6.852702831111822,8.283669330264399
0.867,6.852702831111822,8.283669330264399
0.9,6.852702831111822,8.283669330264399
0.933,6.852702831111822,8.283669330264399
0.967,6.852702831111822,8.283669330264399
1,6.852702831111822,8.283669330264399
1.033,6.852702831111822,8.283669330264399
1.067,6.852702831111822,8.283669330264399
1.1,6.852702831111822,8.283669330264399
1.133,6.852702831111822,8.283669330264399
1.167,6.852702831111822,8.283669330264399
1.2,6.852702831111822,8.283669330264399
1.233,6.852702831111822,8.283669330264399
1.267,6.852702831111822,8.283669330264399
1.3,6.852702831111822,8.283669330264399
1.333,6.852702831111822,8.283669330264399
1.367,6.852702831111822,8.283669330264399
1.4,6.852702831111822,8.283669330264399
1.433,6.852702831111822,8.283669330264399
1.467,6.852702831111822,8.283669330264399
1.5,6.852702831111822,8.283669330264399
1.533,6.852702831111822,8.283669330264399
1.567,6.852702831111822,8.283669330264399
1.6,6.852702831111822,8.283669330264399
1.633,6.852702831111822,8.283669330264399
1.667,6.852702831111822,8.283669330264399
1.7,6.852702831111822,8.283669330264399
1.733,6.852702831111822,8.283669330264399
1.767,6.852702831111822,8.283669330264399
1.8,6.852702831111822,8.283669330264399
1.833,6.852702831111822,8.283669330264399
1.867,6.852702831111822,8.283669330264399
1.9,6.852702831111822,8.283669330264399
1.933,6.852702831111822,8.283669330264399
1.967,6.852702831111822,8.283669330264399
2,6.852702831111822,8.283669330264399
2.033,6.852702831111822,8.283669330264399
2.067,6.852702831111822,8.283669330264399
2.1,6.852702831111822,8.283669330264399
2.133,6.852702831111822,8.283669330264399
2.167,6.852702831111822,8.283669330264399
2.2,6.852702831111822,8.283669330264399
2.233,6.852702831111822,8.283669330264399
2.267,6.852702831111822,8.283669330264399
2.3,6.852702831111822,8.283669330264399
2.333,6.852702831111822,8.283669330264399
2.367,6.852702831111822,8.283669330264399
2.4,6.852702831111822,8.283669330264399
2.433,6.852702831111822,8.283669330264399
2.467,6.852702831111822,8.283669330264399
2.5,6.852702831111822,8.283669330264399
2.533,6.852702831111822,8.283669330264399
2.567,5.714580640921034,6.192615097137572
2.6,5.731465173653109,6.272413177067923
2.633,5.714536647847655,6.191682928290744
2.667,5.714552840120241,6.19067131
2.7,5.607199298062877,6.048574057480353
2.733,5.607551748198901,6.050232205002381
2.767,5.624434586459168,6.130022313
2.8,5.624444753290016,6.130070144248175
2.833,5.624458309064477,6.130133919152862
2.867,5.624396429246691,6.130205396353487
2.9,5.6244099850211535,6.130269171258182
2.933,5.624349799675153,6.130348620321888
2.967,5.624363355449616,6.130412395226584
3,5.624376911224079,6.1304761701312795
3.033,5.624316726,6.130555619194989
3.067,5.624330281652561,6.130619394099675
3.1,5.624342142955216,6.130675197141286
3.133,5.253246926903068,5.833029295362751
3.167,5.311043383604691,5.738715402668888
3.2,5.312115484587986,5.739770653835065
3.233,5.353116399924248,5.565714753819614
3.267,5.354190195379366,5.566777976848871
3.3,5.355263990834469,5.567841199878132
3.333,5.356411527410015,5.568888748748379
3.367,5.471008091390274,5.375573507865701
3.4,5.472085591757047,5.3730281725882865
3.433,5.456566493211853,5.293489774918377
3.467,5.455280509619114,5.295779471442708
3.5,5.453996220498164,5.298077139830122
3.533,5.381066125990823,5.315028683909585
