trial_id,PEI,D_straight_cm,D_actual_cm
1,0.5894150385518079,73.31835322555708,124.39172472711282
2,0.569130914064372,80.30916563634668,141.10842277540252
3,0.3266968786944995,68.83138724800494,210.68884258416958
4,0.06250088256551241,18.845687675039784,301.52674492693825
5,0.7263394797128795,72.12819476812622,99.30369583743176
6,0.5229686622386522,72.40977706685673,138.45911293593565
7,0.5695120815905405,68.80508227113984,120.81408717262002
