timestamp_s,vicon_x_cm,vicon_y_cm
0,8.9,9.2
0.14,8.9,9.2
0.2,8.8,9.3
0.26,8.8,9.3
0.33,9.1,9.2
0.39,9.1,9
0.45,8.9,8.8
0.52,8.9,8.3
0.58,8.4,7.7
0.64,8.3,7.8
0.71,8.5,8
0.77,8.6,8.3
0.83,8.7,8.4
0.89,8.8,8.5
0.96,8.7,8.4
1.02,8.6,8
1.08,8.7,7.5
1.15,9.4,7.7
1.21,8.9,7.4
1.27,8.5,7.8
1.34,8.9,7.9
1.4,9,8.1
1.46,8.6,8
1.52,8.7,7.8
1.59,9.1,8.2
1.65,9.6,8.4
1.71,9.7,8.4
1.77,9.9,8.5
1.84,10.3,8.6
1.9,10.5,8.2
1.96,11.2,8
2.02,11.1,7.9
2.09,10.9,8.1
2.15,11,8.4
2.21,11,8.1
2.27,10.8,7.7
2.34,10.9,7.7
2.4,10.6,7.9
2.46,10.3,8.1
2.52,10.1,8.3
2.65,9.7,8.5
2.71,9.7,8.5
2.77,9.7,8.5
2.84,9.6,8.5
2.9,9.2,8.2
2.96,9,8.1
3.03,8.8,8.8
3.09,8.8,8.4
3.15,9.8,7.7
3.22,9.2,8.3
3.28,9.8,7.5
3.34,9.1,7.9
3.41,8.8,7.8
3.47,8.5,7.8
3.53,8.2,7.5
3.6,8.1,7.4
3.66,8,7.5
3.72,8.1,7.5
3.79,7.9,7.5
3.85,8,7.4
3.85,7.9,7.3
3.97,7.3,6.9
4.04,6.5,6.7
4.1,5.9,6.6
4.16,6.2,6.7
4.22,6,6.7
4.29,5.9,6.9
4.35,6,7
4.41,6.2,6.8
4.47,5.9,6.3
4.54,5.7,6.3
4.6,5.8,6.2
4.66,6,6.4
4.73,6.2,6.4
4.79,6.5,6.7
4.85,6.7,7
4.92,6.5,7.5
4.98,6.9,7.7
5.04,6.9,8
5.1,6.9,8.3
5.17,7,8.4
5.23,6.8,8.6
5.29,6.5,9
5.36,5.8,9.4
5.42,5.8,9.5
5.48,5.9,9.5
5.54,6,9.5
5.6,5.8,9.5
5.67,5.6,9.5
5.73,5.7,9.7
5.79,5.6,9.7
5.85,5.7,9.5
5.98,6.2,9.3
6.04,6.9,9.1
6.11,8,9.3
6.17,9.2,9.5
6.23,8.4,10.9
6.36,9.8,8.6
6.42,10.7,8.7
6.48,11.1,8.7
6.54,11.1,8.6
6.6,11.8,8.2
6.67,12.1,8.5
6.73,12.2,8.7
6.79,12.2,9
6.86,12.2,8.7
6.92,12.1,9.3
6.98,12.4,9.2
7.04,13.5,9.3
7.11,13.8,8.3
7.17,15.7,9.1
7.23,15.7,9.9
7.3,16.3,9.9
7.36,17.8,9
7.42,18.2,8.9
7.49,19.2,8.8
7.55,19.8,8.7
7.61,20.3,8.1
7.68,21.3,7.8
7.74,22.2,7.3
7.8,22.7,7.1
7.86,22.8,7.1
7.93,22.7,6.8
7.99,23.2,6.3
8.06,23.5,6
8.12,23.5,6
8.18,23.5,5.8
8.24,23.7,5.5
8.31,24.2,5.5
8.37,24.7,5.5
8.43,25.5,5.2
8.49,26,4.9
8.56,26.2,4.9
8.62,26.3,4.7
8.68,26.3,4.9
8.74,26.6,3.9
8.81,26.8,4
8.87,27.1,4.4
8.93,27.6,5.2
8.99,28.2,5.3
9.06,28.8,5
9.12,29.2,4.8
9.19,29.4,4.6
9.25,29.4,4.7
9.31,29.4,5.1
9.37,29.5,5.5
9.44,29.7,5.8
9.5,30,6.2
9.56,30.3,6.7
9.63,30.8,6.8
9.69,31.5,7.4
9.75,32.3,8.3
9.81,32.2,8.3
9.88,32.4,8.3
9.94,33,8.5
10,33.7,8.5
10.06,34,9.1
10.13,34.2,8.3
10.19,34.5,8.5
10.25,34.8,8.6
10.32,35.6,8.4
10.38,36.4,8.4
10.44,36.4,8.6
10.51,36.5,8.8
10.63,37,8.9
10.69,36.9,8.8
10.76,36.8,8.7
10.82,37,8.6
10.88,37,8.6
10.94,37,9.8
11,37.5,9.2
11.07,37.6,9.4
