timestamp_s,vicon_x_cm,vicon_y_cm
10.6,6.4,9.4
10.63,6.399635466820999,9.322708741948983
10.67,6.479349363507781,9.167946260374665
10.7,6.480118053037419,9.091664374
10.73,6.481203727940099,9.014490484620813
10.77,6.482012040641367,9.012808199
10.8,6.481806000148889,8.935055290073947
10.83,6.481607884290735,8.935540414390525
10.87,6.5603391263210735,8.856472975
10.9,6.561258383902906,8.777397711771663
10.93,6.559839874358525,8.621907543722475
10.97,6.401220393686228,8.3875612
11,6.244146216707531,8.228862952
11.03,6.086192405318631,7.996300614565653
11.07,6.005503778609732,7.9167637004040206
11.1,5.847090338429914,7.8355679740631174
11.13,5.846527689392758,7.833666599725561
11.17,5.8459650403555985,7.910011082900677
11.2,6.005995105937952,7.829699534749668
11.23,6.005971332034975,7.829683885578165
11.27,6.084805594311555,7.826734016749939
11.3,5.370883213,7.515166836720227
11.33,4.974841687418802,7.438431124257548
11.37,4.658173299745693,7.436756662906774
11.4,4.419515012379242,7.436412381
11.43,4.260586470968221,7.358448208708094
11.47,4.102529639333085,7.199687364
11.5,3.864758911011161,7.119195850191592
11.53,3.864719287839531,7.116950194080977
11.57,3.5480429755320926,7.037405455333595
11.6,3.2313191154186955,6.799921453196882
11.63,3.2315806283514608,6.797167199012437
11.67,3.153205995,6.642490787881384
11.7,3.153118823888212,6.484958402951118
11.73,3.1540460061043687,6.330133324690792
11.77,3.2321749759259215,6.253084628798064
11.8,3.309685824270032,6.096608562944221
11.83,3.3111994294263303,5.782748779289385
11.87,3.3912223868518314,5.626577872279845
11.9,3.3932907164109563,5.548981455384524
11.93,3.395374895238734,5.549638721
11.97,3.4734880157916344,5.472292690436355
12,3.4726955523590197,5.002645404473787
12.03,3.471903088926405,5.002465439001509
12.07,3.2346712357386593,4.6129419111319185
12.1,3.1536497743880614,4.535580231809139
12.13,3.071899247,4.457467392
12.17,2.994285378089108,4.379143288884052
12.2,3.070599606649968,4.379784904915659
12.23,3.2306455215009753,4.457271777610459
12.27,3.1529524065673593,4.456504968206835
12.3,3.470437031576065,4.769253660684986
12.33,3.470429106941741,4.769308432785245
12.37,3.4680517166438922,4.849220927062937
12.4,3.5460221937789216,4.849150505791176
12.43,3.5460063445102685,4.8491583303769294
12.47,3.548288639,4.8473665002398905
12.5,3.548058824800745,4.769042396869701
12.53,3.7053231930032675,4.612988858646428
12.57,3.8621913294894874,4.534539561904223
