timestamp_s,vicon_x_cm,vicon_y_cm
0,8.5,5.6
0,9.1,9.5
0.26,8.9,9.2
0.32,8.8,8.8
0.43,8.8,9.8
0.59,8.7,9.6
0.65,8.7,8.9
0.76,8.7,8
0.89,8.8,7.6
0.95,9,7.5
1.01,8.8,7.6
1.08,9.1,7.4
1.14,9,7.3
1.2,9.1,7
1.26,9.1,7.1
1.32,9.3,6.8
1.39,9.5,6
1.47,9.5,6
1.67,11.6,5.9
1.85,11.3,6.4
2.02,11.3,6.3
2.09,11.2,9.5
2.15,13,9.6
2.21,13.4,9.5
2.46,15.8,9.3
2.53,16.8,9.4
2.59,17,9
2.65,16.2,9.4
2.71,15.9,9.4
2.78,18.3,9.4
2.85,18.7,9.9
2.9,19.3,10.5
2.97,19.4,10.7
3.09,20,11.3
3.15,20.4,12
3.22,20.7,12.5
3.28,21,12.6
3.34,21.5,12.9
3.4,22.6,13.3
3.47,23.7,13.7
3.53,24.6,13.7
3.6,25.4,13.7
3.66,25.1,14
3.72,24.9,14.5
3.78,25.1,14.8
3.85,25.5,14.8
3.91,25.8,15
3.97,25.8,15.1
4.03,26.1,15.5
4.16,26.5,16.4
4.22,26.3,16.4
4.28,26.4,16.4
4.35,26.4,16.8
4.41,26.5,17.1
4.53,26.9,17.4
4.6,27.2,17.7
4.66,27.6,17.7
4.72,27.6,17.8
4.78,28,18.3
4.85,28.9,18.6
4.91,29.5,18.5
4.97,29.3,18.5
5.03,29.4,18.6
5.09,29.1,18.7
5.15,29.4,18.7
5.21,30,18.9
5.28,29.8,19.2
5.34,29.4,20
5.4,30,20.5
5.46,29.5,20.7
5.53,29.2,21.2
5.59,30.1,20.8
5.65,30.7,20.3
5.71,30.8,20.1
5.78,30.8,20.7
5.84,31.5,21.1
5.9,31.8,20.5
6.09,32.8,19.4
6.15,32.7,19.5
6.22,32.9,20
6.28,33.4,20.3
6.34,34,20.4
6.4,34.3,20.6
6.47,34.6,21.1
6.53,34.6,21.4
6.59,35,22.4
6.65,35.5,22.4
6.72,35.6,22.9
6.78,30.5,23.3
6.84,35.8,23.9
6.91,36.6,24.4
6.97,36.8,25.4
7.03,37.8,26
7.09,38.8,26.3
7.16,39.1,26.6
7.22,39.1,27.3
7.28,39.1,28.4
