timestamp_s,vicon_x_cm,vicon_y_cm
0.06,8.7,8.7
0.12,8.5,8.6
0.19,8.3,8.5
0.25,8.4,8.3
0.31,8.2,8.3
0.37,8.3,8.4
0.44,8.1,8.3
0.5,8.3,8.4
0.56,8.5,8.5
0.62,8.4,8.4
0.69,8.5,8.3
0.75,8.9,8.1
0.81,8.8,8
0.88,8.8,7.9
0.94,8.6,8.1
1,8.7,8.4
1.07,9.2,8.1
1.13,9.1,8.1
1.19,9,8
1.25,9.1,7.9
1.32,9.2,7.8
1.38,9.3,8.3
1.44,9.3,8.5
1.51,9.3,8.7
1.57,9.9,8.7
1.63,10.3,8.8
1.76,10.5,8.4
1.82,10.4,8.5
1.88,10.7,8.4
1.94,10.7,8.4
2.01,10.8,8.3
2.07,11.7,7.4
2.13,11,8.1
2.2,10.7,7.6
2.26,10.5,7.5
2.32,10.2,8.1
2.39,9.3,8.1
2.45,8.1,7.7
2.51,7.9,7.4
2.58,7.8,7.5
2.64,8.2,7.7
2.7,8.2,8.2
2.77,7.7,8.6
2.83,7.2,9.2
2.9,6.9,9.6
2.96,6.5,10
3.02,6.2,11.1
3.15,5.9,12.3
3.21,5.8,12.7
3.27,5.7,12.9
3.34,5.8,13.7
3.4,5.9,14.6
3.46,5.9,15.7
3.53,6,16.1
3.59,5.8,17
3.65,5.7,17.2
3.72,5.6,17.7
3.78,5.8,18.1
3.84,5.9,18.7
3.91,5.8,19.7
3.97,6,20.4
4.03,6,21
4.1,5.9,21.1
4.16,5.9,21.2
4.22,5.9,21.5
4.28,6,21.7
4.35,6.3,21.9
4.41,6.4,22.3
4.47,6.9,23.1
4.54,6.8,23.3
4.6,6.7,23.7
4.66,6.8,23.9
4.72,6.6,24.8
4.78,7.1,25.1
4.85,7.1,25.1
4.91,7,25.5
4.97,7.1,26.3
5.04,6.8,27.3
5.1,7,27.7
5.16,7.1,28.2
5.23,6.1,28.2
5.28,6.4,28.6
5.35,8,29.5
5.41,7.2,30.3
5.47,8,30.8
5.54,8,31.1
5.6,8,31.3
5.66,8,31.3
5.73,8.4,31.7
5.79,7.7,32
5.85,7.8,32
5.92,8.6,31.5
5.98,8.7,31.6
6.04,8.6,31.6
6.11,8.5,31.4
6.17,8.7,31.7
6.23,9.2,31.8
6.29,9.2,32.4
6.36,8.6,33.2
6.42,9.1,32.4
6.48,8.1,38.5
6.61,9.3,32.8
6.68,9.9,32.4
6.75,10.1,32.6
6.94,10.3,32.7
7,10.3,32.8
7.07,10.5,32.7
7.13,10.4,32.6
7.19,10.4,32.5
7.26,10.5,32.3
7.32,10.5,32.5
7.38,10.5,32.6
7.44,10.4,32.7
7.51,9.7,33.3
7.57,10.4,33.2
7.63,10.7,33.3
7.7,10.8,33.2
7.76,10.2,33.4
7.82,9.8,33.8
7.88,10.9,34.2
7.95,11,34.3
8.01,11,34.3
8.07,10.8,34.1
8.14,10.1,34.6
8.2,10.9,35.3
8.26,10.9,35.4
8.33,11.1,35.4
8.39,11,35.7
8.45,10.4,36
8.51,11,36.4
8.57,12.2,37.3
8.64,12.2,38.2
8.7,12.2,38.7
