timestamp_s,vicon_x_cm,vicon_y_cm
0.43,7.2,8.7
0.66,7.6,8.1
0.72,8,7.3
0.78,8,7.3
0.98,8.3,9.1
1.03,8.2,9
1.1,8.1,9
1.16,8,9
1.22,8,9
1.22,8.8,9.2
1.44,8.6,9.4
1.5,8.4,9.6
1.61,8.6,10
1.66,8.6,10.1
1.72,8.5,10.1
1.79,8.7,10.1
1.85,8.6,10.4
1.91,9.3,10.7
1.97,9.2,10.8
2.04,9.3,10.9
2.1,9.3,11
2.16,9.2,11
2.22,9.3,11
2.29,9.5,11
2.35,8.9,11.5
2.41,8.9,11.6
2.47,8.8,11.6
2.53,8.6,11.5
2.6,8.3,11.6
2.66,8.2,11.6
2.74,8.2,11.6
2.87,8.6,11.1
2.93,8.1,10.7
2.99,9.1,11.4
3.05,9,11.8
3.12,9.9,11.7
3.18,9.9,11.9
3.24,10.1,12.3
3.3,10.4,11.8
3.36,11.2,11.9
3.43,12.7,12
3.49,13.6,12.4
3.55,14.5,11.8
3.61,15.1,11.4
3.68,14.9,12.1
3.74,15,12.5
3.8,15.8,12.7
3.86,17.7,13.1
3.93,18.2,13.5
3.99,18.3,13.6
4.05,18.6,13.4
4.12,18.9,13.5
4.18,18.9,13.6
4.24,19.5,13.7
4.3,20,13.9
4.37,21.6,14
4.43,22.6,14.5
4.49,23.1,14.2
4.56,23.7,14.3
4.62,24.2,14.8
4.68,24.8,14.7
4.74,25.6,14.9
4.81,25.8,15.6
4.87,27.4,15.3
4.93,28.4,15.3
5,28.5,15.6
5.06,29.4,15.9
5.12,30.1,15.9
5.18,30.4,16.3
5.24,30.7,16.3
5.31,31.7,16.3
5.37,33,16.2
5.43,33.9,16.8
5.5,34.9,16.6
5.56,35.2,16.6
5.62,35.3,17.1
5.69,35.9,17.5
5.75,36.4,17.5
5.81,37,17.6
5.87,37.4,17.9
5.94,37.8,18
6.06,38,17.8
6.12,38.2,17.5
6.19,38.9,17.5
6.25,39.8,17.7
6.31,40.1,17.6
6.37,40.1,17.5
6.44,40.1,17.3
6.5,40.2,17
6.56,40.4,16.9
6.63,40.4,16.6
6.69,40.9,16.3
6.75,41.4,15.9
6.82,42.1,15.5
6.94,43.3,14.7
7.01,43.6,14.4
7.07,43.8,13.9
7.13,44.3,13.9
7.19,44.6,13.6
7.26,45.2,13.3
7.32,45.7,12.9
7.38,46.8,12.4
7.45,47,12.2
7.51,47,12.3
7.57,47.1,12.6
7.63,47.3,12.4
7.69,47.7,12
7.76,48.5,12
7.82,49.1,12
7.88,49.2,11.9
7.95,49.4,12.1
8.01,49.4,12
8.07,49.5,12.1
8.14,50,12
8.2,50.6,12
8.26,51.6,12.1
8.32,51.8,12.4
8.38,52.3,12.7
8.45,52.6,12.7
8.51,52.7,12.7
8.57,52.8,12.7
8.64,53.4,12.9
8.7,53.9,12.8
8.76,54.6,12.8
8.82,64.4,13.5
8.89,55.4,13.1
8.95,55.7,12.6
9.01,56.5,12.5
9.08,56.8,12.3
9.14,56.7,12
9.2,57.1,11.8
9.26,57.6,11.7
9.32,58,11.2
9.39,58,11.3
9.45,58.1,11.4
9.51,58.2,11.2
9.57,58.2,11.2
9.64,58.4,11
9.7,58.4,11
9.89,58.4,11
9.95,58.3,11.1
10.01,58.2,11.2
10.07,58.2,11
10.14,58.4,10.7
10.2,54.3,13.2
10.26,58.4,10.9
10.32,58.4,10.6
10.39,58.6,10.9
10.45,58.4,10.8
10.51,58.1,10.9
10.58,58.3,10.9
10.64,58.6,10.8
10.73,58.6,10.8
10.73,58.9,11
10.95,58,11.4
11.02,58,11.4
11.08,58,11.4
11.14,58,11.6
11.2,58.1,11.6
11.27,58.1,11.6
11.33,58.1,11.6
11.39,58.1,11.7
11.49,58.1,11.6
11.55,58.1,11.7
11.61,58.2,11.7
11.67,58.4,11.6
11.73,58.3,11.5
11.79,58.1,11.3
11.87,58,12.2
11.98,57.6,12.8
12.05,57.8,12.6
12.13,58.7,12.1
12.19,58.7,12.2
12.25,58.8,12.4
12.31,59.1,12.1
12.37,59,12.7
12.44,59.9,11.9
12.5,60.6,11.3
12.56,59.7,13.4
12.62,59.9,13.3
12.69,60,13.4
12.76,60,13.4
13.48,58,19.1
13.55,57.9,20
13.61,58.9,20.8
13.67,58.8,21.3
13.74,57.8,21.9
13.8,58.3,22.1
13.86,58,22.8
13.92,58,23.8
13.99,58,24.8
14.05,58.2,25.9
14.14,58.2,25.9
14.14,58.2,25.9
14.44,59.4,28.8
14.56,59,27.4
14.63,59.5,30.5
14.69,59.4,30.3
14.75,59.4,30.3
14.99,59.4,30.3
14.99,59.4,30.3
15.29,59.4,30.3
15.29,59.7,33.7
15.47,59.9,34
15.6,59.9,34
15.91,59.9,34
15.91,59.9,34
19.16,60,56.1
19.23,60.2,56.8
19.29,60.1,57.2
19.35,59.2,53.2
19.42,59.2,53.2
19.65,60,58.3
19.71,59.3,56.5
19.78,59.9,59.1
19.84,59.8,59.1
19.9,59.8,59.2
19.96,59.8,59.3
20.03,59.7,59.2
20.09,59.7,59.2
20.15,60.1,60.7
20.22,59.6,59.5
20.47,58.4,57
20.53,59.7,60.4
20.59,59.1,59
20.66,59.6,60.5
20.72,59.5,60.4
20.78,59.6,60.5
20.84,59.4,60.6
20.91,60.2,60.5
20.97,61.1,60.3
21.03,61.1,60.3
21.03,59.5,61.4
21.26,59.7,61.9
21.32,60.3,62.6
21.39,60.3,62.6
21.39,60.3,62.6
