timestamp_s,vicon_x_cm,vicon_y_cm
1.52,8.2,6
1.58,9.9,6.9
1.58,9.7,6.6
1.7,8.8,6
1.77,9.5,6.5
1.95,9.1,6.4
2.02,9,6.4
2.08,8.6,6.2
2.14,8.6,6.2
2.21,8.4,6.2
2.27,8.4,6
2.33,8.2,5.9
2.46,7.8,5.6
2.58,7.5,5.5
2.64,7.4,5.4
2.83,7.3,5.2
2.9,7.1,5.2
2.96,7.1,5.3
3.02,6.9,5.2
3.09,6.4,5
3.15,6.5,5.1
3.21,6.4,5
3.27,6.3,5.1
3.34,6.1,5.1
3.4,6.1,5
3.46,6.1,5
3.53,6.1,4.9
3.59,6.1,5
3.78,6.1,4.9
3.84,6,4.8
3.9,6,4.7
3.97,5.9,4.6
4.03,5.8,4.5
4.1,5.9,4.5
4.16,5.9,4.5
4.22,5.9,4.5
4.29,6,4.4
4.35,5.9,4.4
4.41,5.9,4.4
4.48,5.9,4.4
4.54,5.9,4.4
4.6,5.9,4.4
4.66,5.9,4.4
4.73,5.9,4.4
4.79,5.9,4.4
4.85,5.9,4.4
4.92,5.9,4.4
4.98,5.9,4.4
5.04,6,4.5
5.11,5.9,4.5
5.17,5.9,4.5
5.23,5.7,4.4
5.29,5.7,4.5
5.36,5.7,4.4
5.42,5.7,4.4
5.48,5.7,4.4
5.54,5.7,4.4
5.61,5.8,4.5
5.67,5.7,4.5
5.73,5.8,4.5
5.79,5.8,4.6
5.85,5.9,4.7
5.92,5.9,4.7
5.98,5.9,4.7
6.04,6.2,4.8
6.1,5.4,4.6
6.17,5.9,4.8
6.23,5.7,4.8
6.29,5.7,4.7
6.35,5.6,4.7
6.42,6.1,4.8
6.48,6,4.8
6.54,5.9,4.7
6.61,5.4,4.5
6.67,5.4,4.5
6.73,5.3,4.4
6.79,5.3,4.4
6.86,5.3,4.4
6.92,5.2,4.4
6.98,5.1,4.4
7.04,5.1,4.4
7.11,5.1,4.4
7.17,5.1,4.4
7.23,5.1,4.4
7.5,5.1,4.4
7.5,5.5,4.9
7.68,5.8,5
7.75,5.9,4.9
7.88,5.9,4.9
7.94,5.8,4.9
8,5.8,4.9
8.07,5.8,4.9
8.13,5.9,4.9
8.19,5.9,4.9
8.44,5.8,4.8
8.5,6,5
8.57,6.3,5
8.63,6.7,5.1
8.69,6.7,5.1
8.88,6.7,4.9
9.08,9.5,6.5
9.15,6.5,4.7
9.27,6.5,4.9
9.33,6.5,4.9
9.4,6.6,4.9
9.46,6.3,4.8
9.52,6.7,4.9
9.59,6.7,4.8
9.65,6.9,4.8
9.71,6.9,4.8
9.77,7,4.8
9.84,7.1,4.8
9.9,7.3,4.8
9.96,7.3,4.7
10.03,7.8,4.9
10.09,7.7,4.8
10.15,7.9,4.8
10.21,8,4.9
10.28,8.2,4.9
10.34,8.4,4.8
10.4,8.5,4.9
10.46,8.6,5
10.53,8.7,4.9
10.59,8.8,4.8
10.65,8.9,4.8
10.72,9.1,4.8
10.78,9.2,4.7
10.84,9.5,4.6
10.9,9.7,4.7
10.96,9.7,4.6
11.03,9.7,4.6
11.09,9.8,4.6
11.15,10,4.6
11.21,10,4.5
11.28,10.2,4.5
11.34,10.4,4.6
11.4,10.4,4.7
11.46,10.5,4.7
11.52,10.7,4.8
11.59,10.8,4.8
11.65,10.9,4.8
11.71,11.1,4.8
11.78,11.2,4.8
11.84,11.5,4.8
11.9,11.7,4.8
11.96,11.8,4.8
12.03,11.8,4.7
12.09,12.1,4.7
12.15,12.3,4.6
12.22,12.5,4.6
12.28,12.6,4.4
12.34,13,4.5
12.4,13.1,4.4
12.47,13.3,4.5
12.53,13.3,4.5
12.59,13.3,4.6
12.66,13.3,4.6
12.72,13.2,4.7
12.78,13.3,4.7
12.84,13.2,4.7
12.91,13.3,4.8
12.97,13.3,4.8
13.03,13.3,4.9
