timestamp_s,vicon_x_cm,vicon_y_cm
0.27,9.3,10.1
0.36,9.3,10.1
0.36,8.8,10.3
0.47,9.1,9.9
0.53,9,9.9
0.59,8.9,9.7
0.66,8.8,9.4
0.72,8.7,9.6
0.79,8.6,9.6
0.85,8.5,9.4
0.96,8.4,9.3
1.05,8.4,9.3
1.11,8.4,9.3
1.18,8.4,8.6
1.77,8,8.5
1.89,7.6,8.1
2.32,6.8,7.9
2.51,6.8,7.7
2.57,6.8,7.4
2.65,6.4,7.6
3.46,6.7,6.5
3.62,6.8,6.4
3.68,6.8,6.3
3.74,6.8,6.3
3.8,6.8,6.3
3.87,6.8,6.3
3.93,6.8,6.2
3.99,6.7,6.4
4.06,6.7,6.3
4.12,6.4,6.2
4.18,6.7,6.3
4.3,6.7,6.2
4.37,6.8,6.1
4.49,6.4,6.1
4.56,6.8,6.1
4.62,6.8,5.9
4.68,6.7,6
4.74,6.8,5.8
4.81,6.7,5.9
4.87,6.8,5.7
4.93,7.1,5.7
5,6.9,5.7
5.06,6.9,5.6
5.12,7,5.6
5.19,7.1,5.5
5.25,7,5.4
5.31,7,5.3
5.38,7,5.4
5.44,7,5.3
5.5,7,5.3
5.56,7.1,5.3
5.63,7.1,5.3
5.69,7.1,5.2
5.75,7.1,5.2
5.81,7.4,5.2
5.88,7.1,5.1
5.94,7.1,5.1
6,7.1,5
6.06,7.2,5
6.13,7.2,5.1
6.19,7.2,5
6.25,7.2,5
6.31,7.2,4.9
6.44,6.9,5.6
6.55,7.3,4.9
6.63,7.3,4.9
6.82,7.3,4.9
6.94,7.2,5
7,7.1,5.1
7.07,7.3,4.9
7.13,7.3,4.9
7.19,7.4,4.9
7.26,7.4,4.9
7.32,7.4,4.9
7.38,7.4,4.9
7.46,7.4,4.9
7.52,7.4,4.9
7.58,7.5,4.9
7.65,7.5,4.9
7.71,7.5,4.8
7.77,7.6,4.7
7.84,7.6,4.7
7.9,7.7,4.8
7.98,7.8,4.8
8.04,7.8,4.8
8.1,7.9,4.8
8.17,8,4.8
8.23,8,4.8
8.48,8.1,4.5
8.54,8.1,4.5
8.6,8.1,4.5
8.67,8.2,4.5
8.73,8.2,4.5
8.79,8.2,4.5
8.85,8.2,4.5
8.91,8.2,4.5
9.04,8.6,3.9
9.1,9,3.1
9.16,8.8,3.7
9.48,8.7,4.4
9.54,8.8,4.4
9.6,8.8,4.4
9.67,8.9,4.3
9.98,9,4.1
10.04,8.9,3.4
10.1,9.2,4.3
10.16,9.2,4.4
10.23,9.2,4.4
10.4,9.2,4.4
10.56,9.5,4.4
10.65,9.6,4.9
10.74,9.6,4.4
10.8,9.7,4.4
10.87,9.7,4.4
10.93,9.8,4.4
10.99,9.8,4.4
11.05,9.8,4.4
11.12,10.1,4.4
11.21,10.2,4.4
11.33,10.1,4.3
11.46,10.1,4.2
11.52,10.1,4.2
11.59,10.1,4.2
11.65,10.1,4.2
11.71,10.2,4.2
11.77,10.2,4.1
11.83,10.3,4.2
11.9,10.9,3.9
11.96,10.9,3.9
12.02,10.4,4.2
12.08,10.3,4.2
12.14,10.3,4.2
12.21,10.4,4.1
12.27,10.4,4.1
12.33,10.4,4.1
12.4,10.5,4.2
12.46,10.5,4.1
12.52,10.6,4.1
12.58,10.6,4.1
12.65,10.7,4.1
12.71,10.8,4.1
12.71,10.9,4.2
12.83,10.9,4.2
12.9,10.8,4.2
12.98,10.8,4.2
12.98,11.5,4.2
13.13,11.8,4.3
13.2,11.9,4.4
13.26,11.8,4.3
13.32,11.9,4.3
13.38,12.1,4.4
13.44,12.2,4.4
13.51,12.2,4.4
13.71,12.4,4.4
13.77,12.5,4.2
13.84,12.7,4.2
13.9,12.8,4.3
13.96,12.9,4.2
14.03,13,4.2
14.09,13.1,4.2
14.15,13.1,4.3
14.21,13.3,4.3
14.28,13.3,4.2
14.34,13.4,4.3
14.4,13.5,4.2
14.47,13.7,4.2
14.53,13.8,4.1
14.59,13.9,4.1
14.65,14,4.2
14.72,14.2,4.3
14.78,14.1,4.1
14.84,14.3,4.3
14.91,14.4,4.3
14.97,14.5,4.4
15.03,14.7,4.4
15.09,14.8,4.4
15.16,14.9,4.3
15.22,15,4.3
15.29,15.2,4.2
15.35,15.4,4.1
15.41,15.3,3.8
15.47,15.6,4.2
15.54,15.9,4.2
15.6,15.8,4.2
15.66,16,4.2
15.72,16.1,4.2
15.79,16.2,4.2
15.85,16.3,4.2
15.91,16.4,4.3
15.98,16.6,4.4
16.04,16.7,4.5
16.1,16.9,4.4
16.16,17.1,4.5
16.23,17.3,4.5
16.29,17.3,4.5
16.35,17.4,4.6
16.41,17.5,4.6
16.48,17.6,4.6
16.54,17.7,4.7
16.6,17.8,4.6
16.66,17.9,4.6
