Time(s),X_cm,Y_cm,X_px_raw,Y_px_raw
0.0,10.173082370388432,11.943778470012843,1199.0,890.0
0.033,10.173089148275663,11.943810357465193,1199.0,889.9996
0.067,10.06628411541298,11.800305050037725,1198.01,891.9944
0.1,10.048246773109094,11.721610206867572,1197.993,892.9849
0.133,10.120896963800115,11.706967807411672,1198.976,892.9753
0.167,10.029589001349123,11.64289726343398,1197.968,893.9772
0.2,10.028965182949406,11.642863219444374,1197.96,893.9792
0.233,10.011416916939716,11.56393110735172,1197.95,894.9713
0.267,9.995295964934698,11.48518720031891,1197.958,895.9575
0.3,9.995447778145518,11.484088431048743,1197.963,895.9703
0.333,9.995597896884542,11.48298168991548,1197.968,895.9832
0.367,9.99574971009536,11.481882920645315,1197.973,895.996
0.4,9.995901523306197,11.480784151375143,1197.978,896.0088
0.433,9.978382942149945,11.40162909668322,1197.969,897.0035
0.467,9.961255910368513,11.322865741551187,1197.964,897.9925
0.5,9.943335676200206,11.242546255714293,1197.953,899.0022
0.533,9.942455929363904,11.242033360805175,1197.943,899.0106
0.567,9.924229685050246,11.162087204697567,1197.927,900.0166
0.6,9.92302020546331,11.161836033434515,1197.912,900.0227
0.633,9.799168723020493,10.93885868376177,1196.92,903.0148
0.667,9.782019726299168,10.859266794003041,1196.917,904.0138
0.7,9.764535976605407,10.779187811894536,1196.911,905.0195
0.733,9.764072380581938,10.778819758356766,1196.906,905.0251
0.767,9.763533348966234,10.778459407114912,1196.9,905.0308
0.8,9.762994317350511,10.778099055873064,1196.894,905.0365
0.833,9.762529026855232,10.77772303047221,1196.889,905.0422
0.867,9.693873796650315,10.458351555822654,1196.879,909.0504
0.9,9.676980728365592,10.379238516983428,1196.878,910.043
0.933,9.677032378158927,10.379844109010854,1196.877,910.0356
0.967,9.660755534747592,10.300366790574074,1196.885,911.031
1.0,9.643889514818188,10.222106201950806,1196.882,912.0133
1.033,9.644041954087282,10.223548570035176,1196.88,911.9956
1.067,9.62551823518095,10.143290702565722,1196.861,913.0061
1.1,9.626570002502552,10.144250291374854,1196.872,912.9919
1.133,9.610675357274285,10.065483277454254,1196.883,913.9778
1.167,9.61165168900364,10.066450568559315,1196.893,913.9637
1.2,9.61262632626118,10.067409887801295,1196.903,913.9497
1.233,9.613674704639164,10.06835353288426,1196.914,913.9357
1.267,9.614651036368517,10.069320823989322,1196.924,913.9216
1.3,9.604843340934952,9.65477880850707,1197.94,918.9219
1.333,9.606019809918449,9.654512078236653,1197.956,918.9221
1.367,9.572063410529122,9.495122378114713,1197.955,920.9217
1.4,9.571996447295911,9.495169939726077,1197.954,920.9213
1.433,9.573501833390974,9.494275049674755,1197.976,920.9282
1.467,9.549874400693735,9.74934156151122,1196.966,917.9272
1.5,9.549879484109159,9.749365477100472,1196.966,917.9269
1.533,9.58932681569428,9.574889918428513,1197.959,919.9203
1.567,9.13269673053972,8.880273078879036,1193.95,929.4219
1.6,9.132700119483337,8.880289022605213,1193.95,929.4217
1.633,9.13270520289876,8.880312938194477,1193.95,929.4214
1.667,9.132708591842375,8.880328881920645,1193.95,929.4212
1.7,9.13271198078599,8.880344825646814,1193.95,929.421
1.733,9.132717064201415,8.880368741236078,1193.95,929.4207
1.767,9.114217067900391,8.800222479849834,1193.931,930.4298
1.8,9.112661789677427,8.799794849330244,1193.912,930.4389
1.833,9.02282526069172,8.735394878446074,1192.924,931.441
1.867,9.0056533570042,8.656057818738951,1192.92,932.437
1.9,9.00542786586653,8.656447361761568,1192.916,932.4329
1.933,8.987039704704824,8.576827243339048,1192.897,933.4354
1.967,8.896064800754495,8.513235819848033,1191.892,934.4307
2.0,8.895774040855422,8.513680896345097,1191.887,934.4261
2.033,8.894653552635193,8.51348579769081,1191.873,934.4313
2.067,8.893459323294504,8.513306373195531,1191.858,934.4365
2.1,8.786200045600118,8.369114407273988,1190.864,936.4407
2.133,8.786567935563234,8.368669600344083,1190.87,936.4451
2.167,8.78686377887773,8.36824843943628,1190.875,936.4494
2.2,8.787233363312673,8.367811604369455,1190.881,936.4537
2.233,8.787601253275788,8.367366797439558,1190.887,936.4581
2.267,8.78797083771073,8.366929962372732,1190.893,936.4624
2.3,8.703580369014693,7.968091028119579,1190.898,941.4645
2.333,8.703660888022371,7.968107241412911,1190.899,941.4641
2.367,8.653181820422365,7.729534103519763,1190.902,944.4562
2.4,8.710968236680353,7.633722578834235,1191.916,945.4587
2.433,8.711956556099588,7.633295872167762,1191.93,945.4613
2.467,8.78460605753871,7.616837235763896,1192.918,945.4735
2.5,8.734700853016891,7.377700521696002,1192.93,948.4709
2.533,8.73555436713698,7.377727402524004,1192.941,948.4684
2.567,8.775339088192677,7.202663543386575,1193.94,950.468
2.6,8.888596197927821,7.012474235950852,1195.934,952.4617
2.633,8.946816525355839,6.9172537074023674,1196.952,953.456
2.667,8.94816501482465,6.9174336710319615,1196.969,953.4504
2.7,8.949511809821646,6.917605662798465,1196.986,953.4449
2.733,8.950934040410878,6.917769952269039,1197.004,953.4393
2.767,8.878539714962855,6.933616103051028,1196.021,953.4338
2.8,8.879888204431664,6.933796066680622,1196.038,953.4282
2.833,8.881308740549104,6.933952384288109,1196.056,953.4227
2.867,8.91060176242552,6.344391914742527,1198.062,960.4238
2.9,8.951235793018606,6.168972556572087,1199.073,962.4255
2.933,8.951944398202324,6.168680293309466,1199.083,962.4272
2.967,8.952721661091058,6.1683484402985576,1199.094,962.4292
3.0,8.95349722950799,6.168008615424573,1199.105,962.4313
3.033,8.95420075127628,6.16769243657268,1199.115,962.4333
3.067,9.068698719923633,5.977539329663828,1201.125,964.4234
3.1,9.052726128992212,5.89840561004124,1201.136,965.4139
3.133,9.053622820546593,5.898998223581234,1201.146,965.4045
3.167,9.054297473100545,5.899271423463443,1201.154,965.3995
3.2,9.054307639931393,5.899319254641959,1201.154,965.3989
3.233,9.053717837355062,5.897994847100944,1201.15,965.4163
3.267,9.053129729250523,5.896678411423016,1201.146,965.4336
3.3,9.052541621145997,5.895361975745077,1201.142,965.4509
3.333,9.051955207513265,5.894053511930235,1201.138,965.4681
3.367,9.051367099408742,5.8927370762523035,1201.134,965.4854
3.4,9.05077899130422,5.891420640574373,1201.13,965.5027
3.433,9.050190883199678,5.890104204896446,1201.126,965.52
3.467,9.049604469566964,5.8887957410816,1201.122,965.5372
3.5,9.21015616999362,5.189748099365337,1205.133,973.5175
3.533,9.431060028602504,5.142310276736897,1208.13,973.5233
3.567,9.430668479227668,5.141918577177017,1208.126,973.529
3.6,9.503028978433157,5.125188088726717,1209.111,973.5452
3.633,9.501720403842247,5.124108113269809,1209.097,973.5615
3.667,9.501253482068787,5.122999215599288,1209.094,973.576
3.7,9.485306245020876,5.0447099743295745,1209.103,974.5563
3.733,9.486229984930572,5.046155038085519,1209.111,974.5366
3.767,9.55991437216684,5.029851371453342,1210.112,974.5443
3.8,9.544021547797598,4.949642528582689,1210.127,975.5475
3.833,9.545147182626874,4.949136642419666,1210.143,975.5507
3.867,9.60172669260244,4.852723454062436,1211.143,976.5635
3.9,9.601508105739232,4.851695083724251,1211.143,976.5764
3.933,9.601289518876026,4.850666713386076,1211.143,976.5893
3.967,9.601070932012819,4.849638343047892,1211.143,976.6022
4.0,9.600852345149612,4.848609972709716,1211.143,976.6151
4.033,9.600635452758214,4.847589574234625,1211.143,976.6279
4.067,9.600416865895006,4.846561203896441,1211.143,976.6408
4.1,9.600124537911354,4.8455485077172815,1211.142,976.6537
4.133,9.599905951048147,4.844520137379097,1211.142,976.6666
4.167,9.49236018123101,4.700430727409048,1210.144,978.6703
4.2,9.4198142953466,4.714476045834932,1209.164,978.6868
4.233,9.42101122437902,4.712855177108402,1209.184,978.7032
4.267,9.313060286218992,4.569035193080353,1208.18,980.7047
4.3,9.312741599131893,4.568986283633205,1208.176,980.7061
4.333,9.205988216062549,4.426086568233172,1207.185,982.6935
4.367,9.2786730486352,4.412694942580395,1208.165,982.6688
4.4,9.277688807411465,4.414953829921015,1208.146,982.6442
4.433,9.276606286822876,4.416750349202597,1208.127,982.6254
4.467,9.275550062144111,4.4183079821587405,1208.109,982.6094
4.5,9.27449044852173,4.419849671388714,1208.091,982.5936
4.533,9.273430834899369,4.421391360618683,1208.073,982.5778
4.567,9.27259162899922,4.422519591236781,1208.059,982.5664
4.6,9.271678681978644,4.423663496013898,1208.044,982.555
4.633,10.93299581015787,3.9048488075424546,1231.03,984.5436
4.667,10.933005976988717,3.904896638720971,1231.03,984.543
4.7,10.933014449347755,3.9049364980364025,1231.03,984.5425
4.733,10.933022921706794,3.9049763573518357,1231.03,984.542
4.767,10.933031394065834,3.905016216667268,1231.03,984.5415
4.8,10.933039866424872,3.9050560759827,1231.03,984.541
4.833,10.933046644312103,3.905087963435048,1231.03,984.5406
4.867,11.079607718596964,3.8719440892394736,1233.023,984.5645
4.9,11.078684857519988,3.87014056121178,1233.016,984.5885
4.933,11.06210871865693,3.79179336036319,1233.017,985.5711
4.967,11.06247729787193,3.7931647903812507,1233.018,985.5537
5.0,11.19349711909088,3.6818286851087834,1235.025,986.5557
5.033,11.193976028554212,3.68154358500777,1235.032,986.5579
5.067,11.268046129304393,3.6645163658048108,1236.04,986.5733
5.1,11.268375109609556,3.66316330561734,1236.048,986.5887
5.133,11.432249354800256,3.712559293119614,1238.038,985.5778
5.167,11.466242153736646,3.8724828385012073,1238.038,983.5717
5.2,11.466046284258809,3.87337433933112,1238.033,983.5615
5.233,11.465852109252797,3.8742738120241254,1238.028,983.5512
5.267,11.465656239774958,3.8751653128540395,1238.023,983.541
5.3,11.44867838470624,3.7963785812670583,1238.02,984.5299
