Time(s),X_cm,Y_cm,X_px_raw,Y_px_raw
0.0,6.957658253205871,8.419560699742615,1167.0,940.5
0.033,6.850294607511268,8.276690715257663,1166.001,942.4886
0.067,6.850631870594629,8.277552215605343,1166.003,942.4774
0.1,6.850895392557547,8.278429390112036,1166.004,942.4662
0.133,6.851232655640924,8.279290890459704,1166.006,942.455
0.167,6.851569918724285,8.280152390807382,1166.008,942.4438
0.2,6.851831746215396,8.28102159345099,1166.009,942.4327
0.233,6.852169009298755,8.281883093798662,1166.011,942.4215
0.267,6.852435920205288,8.282776212031523,1166.012,942.4101
0.3,6.852702831111822,8.283669330264399,1166.013,942.3987
0.333,6.852702831111822,8.283669330264399,1166.013,942.3987
0.367,6.852702831111822,8.283669330264399,1166.013,942.3987
0.4,6.852702831111822,8.283669330264399,1166.013,942.3987
0.433,6.852702831111822,8.283669330264399,1166.013,942.3987
0.467,6.852702831111822,8.283669330264399,1166.013,942.3987
0.5,6.852702831111822,8.283669330264399,1166.013,942.3987
0.533,6.852702831111822,8.283669330264399,1166.013,942.3987
0.567,6.852702831111822,8.283669330264399,1166.013,942.3987
0.6,6.852702831111822,8.283669330264399,1166.013,942.3987
0.633,6.852702831111822,8.283669330264399,1166.013,942.3987
0.667,6.852702831111822,8.283669330264399,1166.013,942.3987
0.7,6.852702831111822,8.283669330264399,1166.013,942.3987
0.733,6.852702831111822,8.283669330264399,1166.013,942.3987
0.767,6.852702831111822,8.283669330264399,1166.013,942.3987
0.8,6.852702831111822,8.283669330264399,1166.013,942.3987
0.833,6.852702831111822,8.283669330264399,1166.013,942.3987
0.867,6.852702831111822,8.283669330264399,1166.013,942.3987
0.9,6.852702831111822,8.283669330264399,1166.013,942.3987
0.933,6.852702831111822,8.283669330264399,1166.013,942.3987
0.967,6.852702831111822,8.283669330264399,1166.013,942.3987
1.0,6.852702831111822,8.283669330264399,1166.013,942.3987
1.033,6.852702831111822,8.283669330264399,1166.013,942.3987
1.067,6.852702831111822,8.283669330264399,1166.013,942.3987
1.1,6.852702831111822,8.283669330264399,1166.013,942.3987
1.133,6.852702831111822,8.283669330264399,1166.013,942.3987
1.167,6.852702831111822,8.283669330264399,1166.013,942.3987
1.2,6.852702831111822,8.283669330264399,1166.013,942.3987
1.233,6.852702831111822,8.283669330264399,1166.013,942.3987
1.267,6.852702831111822,8.283669330264399,1166.013,942.3987
1.3,6.852702831111822,8.283669330264399,1166.013,942.3987
1.333,6.852702831111822,8.283669330264399,1166.013,942.3987
1.367,6.852702831111822,8.283669330264399,1166.013,942.3987
1.4,6.852702831111822,8.283669330264399,1166.013,942.3987
1.433,6.852702831111822,8.283669330264399,1166.013,942.3987
1.467,6.852702831111822,8.283669330264399,1166.013,942.3987
1.5,6.852702831111822,8.283669330264399,1166.013,942.3987
1.533,6.852702831111822,8.283669330264399,1166.013,942.3987
1.567,6.852702831111822,8.283669330264399,1166.013,942.3987
1.6,6.852702831111822,8.283669330264399,1166.013,942.3987
1.633,6.852702831111822,8.283669330264399,1166.013,942.3987
1.667,6.852702831111822,8.283669330264399,1166.013,942.3987
1.7,6.852702831111822,8.283669330264399,1166.013,942.3987
1.733,6.852702831111822,8.283669330264399,1166.013,942.3987
1.767,6.852702831111822,8.283669330264399,1166.013,942.3987
1.8,6.852702831111822,8.283669330264399,1166.013,942.3987
1.833,6.852702831111822,8.283669330264399,1166.013,942.3987
1.867,6.852702831111822,8.283669330264399,1166.013,942.3987
1.9,6.852702831111822,8.283669330264399,1166.013,942.3987
1.933,6.852702831111822,8.283669330264399,1166.013,942.3987
1.967,6.852702831111822,8.283669330264399,1166.013,942.3987
2.0,6.852702831111822,8.283669330264399,1166.013,942.3987
2.033,6.852702831111822,8.283669330264399,1166.013,942.3987
2.067,6.852702831111822,8.283669330264399,1166.013,942.3987
2.1,6.852702831111822,8.283669330264399,1166.013,942.3987
2.133,6.852702831111822,8.283669330264399,1166.013,942.3987
2.167,6.852702831111822,8.283669330264399,1166.013,942.3987
2.2,6.852702831111822,8.283669330264399,1166.013,942.3987
2.233,6.852702831111822,8.283669330264399,1166.013,942.3987
2.267,6.852702831111822,8.283669330264399,1166.013,942.3987
2.3,6.852702831111822,8.283669330264399,1166.013,942.3987
2.333,6.852702831111822,8.283669330264399,1166.013,942.3987
2.367,6.852702831111822,8.283669330264399,1166.013,942.3987
