Time(s),X_cm,Y_cm,X_px_raw,Y_px_raw
0.0,9.849342702214184,15.600790315843524,1184.714,846.9349
0.033,9.849433388052706,15.600854360315372,1184.715,846.9339
0.067,9.759973158195566,15.536774342223302,1183.731,847.9312
0.1,9.75897981855453,15.536452232893941,1183.719,847.9376
0.133,9.757912737793033,15.536145797723599,1183.706,847.944
0.167,9.665583445319374,15.4719840588789,1182.685,848.9496
0.2,9.66386794472016,15.471890437907478,1182.663,848.9551
0.233,9.574606094451749,15.407293326983412,1181.683,849.9581
0.267,9.556242534728057,15.32742635037236,1181.665,850.9635
0.3,9.555252584030637,15.327120184769171,1181.653,850.9697
0.333,9.555261935222381,15.326801579812862,1181.654,850.9735
0.367,9.556563858313275,15.326399867004277,1181.672,850.975
0.4,9.55855750506342,15.324901271895639,1181.702,850.9879
0.433,9.560477410693117,15.323418350946003,1181.731,851.0008
0.467,9.579342034400874,15.401654060863033,1181.76,850.0137
0.5,9.581333986679205,15.400147493891298,1181.79,850.0267
0.533,9.547477497932931,15.241953034098039,1181.787,852.0117
0.567,9.547512139814582,15.243203807901178,1181.784,851.9966
0.6,9.425339758423918,15.019786233940213,1180.815,854.9897
0.633,9.47962638939123,14.925276857873254,1181.78,855.9855
0.667,9.477042876871133,14.926175945847449,1181.744,855.9813
0.7,9.371907593868874,14.782549019088075,1180.776,857.9733
0.733,9.3743308208191,14.782708841068617,1180.807,857.9652
0.767,9.268345539027584,14.637621176394273,1179.832,859.9769
0.8,9.235179831914225,14.47941319897927,1179.838,861.9603
0.833,9.235438460042557,14.478091756676983,1179.845,861.9755
0.867,9.219581156387672,14.398775223337724,1179.858,862.9679
0.9,9.219249792358836,14.398304074714137,1179.855,862.9744
0.933,9.218920122801805,14.397840897953628,1179.852,862.9808
0.967,9.218585369829336,14.39735380560388,1179.849,862.9875
1.0,9.21825231132869,14.396874685117199,1179.846,862.9941
1.033,9.217991299476683,14.396371918608422,1179.844,863.0008
1.067,9.091644480241385,14.173983293383813,1178.818,865.9922
1.1,8.984519065819816,14.030421104646113,1177.824,867.9885
1.133,8.984380055937951,14.030492312279579,1177.822,867.988
1.167,8.98513786399772,14.029706332639893,1177.834,867.9955
1.2,8.985967718706103,14.028896706978106,1177.847,868.0031
1.233,9.003670244843914,14.107829358205077,1177.859,867.0106
1.267,8.929465528375438,14.123135463682782,1176.854,867.0162
1.3,8.946351755579322,14.20294151547623,1176.853,866.0153
1.333,8.946219523584706,14.203044610562038,1176.851,866.0144
1.367,8.8569864161434,14.139307921717021,1175.869,867.007
1.4,8.765607975128368,14.07671879643766,1174.856,867.9913
1.433,8.747896913437915,13.998471186301833,1174.842,868.9756
1.467,8.674271959102137,14.013604067328899,1173.845,868.9818
1.5,8.674221940587003,14.013731347571127,1173.844,868.9804
1.533,8.674170227600063,14.01385065595027,1173.843,868.9791
1.567,8.67412020908493,14.013977936192498,1173.842,868.9777
1.6,8.655500657731025,13.934357009068503,1173.82,869.9808
1.633,8.653827518927008,13.934462684674248,1173.798,869.9838
1.667,8.562944116454283,13.871301741789916,1172.793,870.9737
1.7,8.398749426511086,13.822573773383972,1170.797,871.9774
1.733,8.398702796939567,13.822716997352371,1170.796,871.9758
1.767,8.398651083952625,13.822836305731512,1170.795,871.9745
1.8,8.234237743952598,13.773804867393967,1168.797,872.9824
1.833,8.234175927328415,13.773151444188015,1168.798,872.9904
1.867,8.069992219855147,13.724837743095424,1166.801,873.9891
1.9,7.922353398306919,13.753636412774462,1164.806,874.0201
1.933,7.939069489078136,13.830829041311262,1164.81,873.051
1.967,7.6100009360869985,13.736342026789027,1160.801,875.0245
2.0,7.60971086543981,13.738603340234059,1160.791,874.9981
2.033,7.592549817835007,13.661130348653424,1160.782,875.9717
2.067,7.338170100578349,13.54962624332858,1157.789,877.9589
2.1,7.3388997918692525,13.550520978964393,1157.796,877.9463
2.133,7.339629483160154,13.551415714600196,1157.803,877.9337
2.167,7.3403591744510415,13.552310450236012,1157.81,877.9211
2.2,6.765080142369516,13.382576981110018,1150.814,881.4258
2.233,6.70724722292722,13.477081928950797,1149.803,880.4391
2.267,6.706282752500509,13.476170440887348,1149.793,880.4525
2.3,6.7053182820738115,13.475258952823888,1149.783,880.4659
2.333,6.155178244152052,13.425970745671368,1142.781,882.4609
2.367,6.155189226622,13.426385012984715,1142.78,882.4559
2.4,6.1551264679715025,13.426814954457077,1142.778,882.4509
2.433,5.9168880995751625,13.39342551811552,1139.779,883.4594
2.467,5.53131334125148,13.390620179217231,1134.784,884.4767
2.5,5.531315162110504,13.38917835026718,1134.788,884.494
2.533,5.531389029618163,13.38771287529503,1134.793,884.5114
2.567,5.424009381231815,13.243679807500897,1133.797,886.514
2.6,5.423247558170171,13.241908706059872,1133.792,886.5372
2.633,5.422487429580352,13.240145576481927,1133.787,886.5603
2.667,5.332468586891288,13.176700881332371,1132.794,887.5514
2.7,5.333135582725285,13.177300658033973,1132.801,887.5425
2.733,5.333728837438856,13.177916108894596,1132.807,887.5336
2.767,5.33439583327287,13.178515885596195,1132.814,887.5247
2.8,5.335064523578675,13.17912363416089,1132.821,887.5157
2.833,5.335731519412691,13.179723410862495,1132.828,887.5068
2.867,4.9499201610941785,13.178343148486624,1127.826,888.5076
2.9,4.948831115392806,13.177208178689582,1127.815,888.524
2.933,4.947740375219626,13.176065237029457,1127.804,888.5405
2.967,4.946651329518234,13.17493026723241,1127.793,888.5569
3.0,4.8737041639055985,13.193251893494145,1126.796,888.5231
3.033,4.87450320215339,13.195923276329651,1126.799,888.489
3.067,4.87530393487299,13.19860263102825,1126.802,888.4548
3.1,4.891884278318761,13.277332211737837,1126.8,887.4676
3.133,4.891693618643578,13.276797827343866,1126.799,887.4745
3.167,4.89128437210519,13.275235072611729,1126.798,887.4943
3.2,4.874028497272757,13.196590756291666,1126.791,888.4822
3.233,4.873791081638843,13.197649396679248,1126.785,888.4701
3.267,4.873352839498881,13.198125821494342,1126.778,888.4655
3.3,4.872988338479364,13.198586572150422,1126.772,888.4609
3.333,4.872548401867612,13.199055025102428,1126.765,888.4564
3.367,4.815847768754593,13.294535775045679,1125.766,887.4551
3.4,4.832797570248074,13.374278321501594,1125.766,886.4548
3.433,4.832802653663497,13.374302237090848,1125.766,886.4545
3.467,4.832733995958477,13.374341826839128,1125.765,886.4542
3.5,4.8327390793739005,13.37436574242839,1125.765,886.4539
3.533,4.832672116140673,13.374413304039756,1125.764,886.4535
3.567,4.440756237251118,13.706187187240124,1119.764,883.4714
3.6,4.457706038744599,13.785929733696037,1119.764,882.4711
3.633,4.4577111221600205,13.785953649285291,1119.764,882.4708
3.667,4.457716205575444,13.785977564874553,1119.764,882.4705
3.7,4.456901790694167,13.784684236084406,1119.757,882.4881
3.733,4.456087375812874,13.78339090729426,1119.75,882.5057
3.767,4.455271266459773,13.782089606641032,1119.743,882.5234
3.8,4.49008030113648,13.941864651862709,1119.754,880.517
3.833,4.491071946305723,13.942178789328981,1119.766,880.5107
3.867,4.491274593670775,13.941319175951415,1119.771,880.5205
3.9,4.4915475932126725,13.940427944688656,1119.777,880.5305
3.933,4.4923231616296,13.940088119814664,1119.788,880.5326
3.967,4.493098730046528,13.93974829494067,1119.799,880.5347
4.0,4.459604105821635,13.782168477306566,1119.799,882.5114
4.033,4.459925176632408,13.784041595564771,1119.798,882.4881
4.067,4.36952488820575,13.72097793244043,1118.799,883.4756
4.1,4.369810438302169,13.721958741167244,1118.8,883.4631
4.133,4.370095988398587,13.722939549894067,1118.801,883.4506
4.167,4.370383232966815,13.723928330483972,1118.802,883.438
4.2,4.370667088591442,13.724901167347696,1118.803,883.4256
